# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:53:00 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-10-08 11:00:00 PDT,+6370.28+0.287287j,+0+0j,+479694-433204j,+0+0j,+0+0j,+0+0j,+479839-435959j,+1550.02+0.0216494j,+0+0j,+478383-437795j,+0+0j,+0+0j,+210425-165465j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44530.2+22290.2j,+0+0j,+44524+22288.1j,+1.24035e-05-5.45323e-06j,+0+0j,+1.24015e-05-5.46989e-06j,+0+0j,+1.24201e-05-5.4504e-06j,+0+0j,+0+0j,+0+0j,+1.24229e-05-5.45525e-06j,+1.24286e-05-5.43095e-06j,+1.2408e-05-5.48479e-06j,+0+0j,+0+0j,+13589-21422.4j,+146826-170966j,+0+0j,+13585.6-21445.1j,+3620.17+0.16839j,+0+0j,+146702-171176j,+44674.1+22362j,+101903-193749j,+0+0j,+101839-193915j,+0+0j,+78456+56053.7j,-2005.24-212302j,-17282.5-212505j,-17425.8-212709j,-17572.9-212917j,+267930-276439j,+267924-277169j,+9829.74+1.89315j,+258081-277621j,+9830.36+0.815516j,+17690.6-21531.3j,+239862-257640j,+7730.58+0.586842j,-9.91453e-06+1.2754e-06j,+0+0j,+138595-422862j,+26847.6+215152j,+0+0j,+0+0j,+0+0j,+0+0j,+137562-424251j,+0+0j,+0+0j,+14992.1-234539j,+44816.5-102096j,+10337.8-235016j,+1.01502e-08-7.58975e-10j,+10280.2-235135j,+505.55-235636j,+262.891-236140j,+0+0j,+132.169-236408j,+0+0j,+42886-102514j,+0+0j,+31427.7-102777j,+19268.1-102953j,+11997.2+26.5178j,+0+0j,+11998.3+13.5292j,+0+0j,+12001+1.77885j,+8070.48+0.491087j,+1700.32-0.953298j,+1700.23-0.633898j,+1.20658e-05+5.24122e-06j,+1.20704e-05+5.24509e-06j,+0+0j,+24778+214785j,+0+0j,+0+0j,+5780.49+0.497652j,+18826.4+214592j,+3060.2+0.207697j,+0+0j,+18618.8+214366j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+165687-188948j,+485884-429678j,+267937-274974j,+165758-206871j,+24942.7+214966j
2016-10-08 12:00:00 PDT,+6410.29+0.2909j,+0+0j,+478487-433261j,+0+0j,+0+0j,+0+0j,+478633-436015j,+1350.02+0.016422j,+0+0j,+477378-437851j,+0+0j,+0+0j,+209937-165494j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44534.2+22292.4j,+0+0j,+44528.1+22290.2j,+1.63323e-05-5.15833e-06j,+0+0j,+1.63374e-05-5.15661e-06j,+0+0j,+1.63833e-05-5.07503e-06j,+0+0j,+0+0j,+0+0j,+1.63875e-05-5.05255e-06j,+1.64001e-05-5.05789e-06j,+1.6395e-05-5.07282e-06j,+0+0j,+0+0j,+13499.9-21423.3j,+146420-170998j,+0+0j,+13496.4-21446j,+3530.16+0.160105j,+0+0j,+146296-171208j,+44678.3+22364.2j,+101493-193782j,+0+0j,+101429-193948j,+0+0j,+78463.8+56059.3j,-2424.66-212339j,-17587-212542j,-17730.5-212747j,-17877.5-212954j,+267413-276465j,+267407-277195j,+10069.8+1.98001j,+257324-277646j,+10070.4+0.855763j,+17771.4-21531.9j,+239025-257662j,+7810.59+0.599003j,+9.13021e-06-1.18788e-05j,+0+0j,+138108-422911j,+26492+215190j,+0+0j,+0+0j,+0+0j,+0+0j,+137075-424301j,+0+0j,+0+0j,+14603.2-234576j,+44709.8-102107j,+10338.9-235053j,-2.77176e-09+5.5594e-09j,+10281.2-235172j,+506.078-235675j,+262.911-236180j,+0+0j,+132.2-236448j,+0+0j,+42979.2-102524j,+0+0j,+31390.7-102787j,+19271.1-102963j,+11957.2+26.4299j,+0+0j,+11958.4+13.4844j,+0+0j,+11961+1.78104j,+8160.5+0.502031j,+1550.29-0.874865j,+1550.21-0.581887j,+9.40146e-06-1.43784e-06j,+9.39114e-06-1.4324e-06j,+0+0j,+24572.5+214822j,+0+0j,+0+0j,+5270.41+0.413648j,+19130.6+214630j,+2790.17+0.172637j,+0+0j,+18923.2+214404j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+165197-188979j,+484715-429735j,+267420-275001j,+164916-206885j,+24737.1+215004j
2016-10-08 13:00:00 PDT,+6470.29+0.296372j,+0+0j,+478999-433241j,+0+0j,+0+0j,+0+0j,+479145-435999j,+1450.02+0.0189451j,+0+0j,+477790-437835j,+0+0j,+0+0j,+210087-165484j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44534+22292.2j,+0+0j,+44527.9+22290.1j,+6.99999e-06-4.21214e-06j,+0+0j,+6.9965e-06-4.19463e-06j,+0+0j,+6.96212e-06-4.23208e-06j,+0+0j,+0+0j,+0+0j,+6.99017e-06-4.233e-06j,+6.96134e-06-4.21977e-06j,+6.95554e-06-4.23939e-06j,+0+0j,+0+0j,+13579.6-21423.3j,+146491-170989j,+0+0j,+13576.2-21446j,+3610.17+0.167446j,+0+0j,+146367-171199j,+44678.3+22364.1j,+101564-193774j,+0+0j,+101500-193940j,+0+0j,+78463.7+56059.2j,-2353.26-212331j,-17515.6-212534j,-17659-212738j,-17806.1-212946j,+267676-276462j,+267670-277192j,+10089.8+1.98737j,+257567-277644j,+10090.4+0.859171j,+17831.1-21531.9j,+239208-257661j,+7870.6+0.608248j,-6.61367e-06+8.39647e-06j,+0+0j,+138364-422903j,+26420.7+215181j,+0+0j,+0+0j,+0+0j,+0+0j,+137331-424293j,+0+0j,+0+0j,+14602.6-234572j,+44968.5-102103j,+10338.4-235049j,+7.98779e-09-1.19928e-08j,+10280.8-235168j,+505.818-235670j,+262.833-236175j,+0+0j,+132.161-236443j,+0+0j,+43137.8-102522j,+0+0j,+31549.2-102785j,+19269.6-102961j,+12117.2+26.8264j,+0+0j,+12118.4+13.6953j,+0+0j,+12121.1+1.82294j,+8220.5+0.509456j,+1550.29-0.874843j,+1550.21-0.581868j,-1.37505e-06+1.18709e-05j,-1.35701e-06+1.18848e-05j,+0+0j,+24501+214814j,+0+0j,+0+0j,+5270.41+0.41365j,+19059.2+214621j,+2790.17+0.172638j,+0+0j,+18851.7+214395j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+165347-188970j,+485287-429712j,+267683-274997j,+165100-206885j,+24665.7+214995j
2016-10-08 14:00:00 PDT,+7300.37+0.377339j,+0+0j,+504736-431392j,+0+0j,+0+0j,+0+0j,+504904-434251j,+2300.05+0.0476801j,+0+0j,+502712-436154j,+0+0j,+0+0j,+220065-164381j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44507.7+22278j,+0+0j,+44500.4+22276.4j,+1.08623e-05-4.46374e-06j,+0+0j,+1.08608e-05-4.44058e-06j,+0+0j,+1.08239e-05-4.43694e-06j,+0+0j,+0+0j,+0+0j,+1.08756e-05-4.41296e-06j,+1.08399e-05-4.41609e-06j,+1.08061e-05-4.3999e-06j,+0+0j,+0+0j,+14384.3-21420.4j,+154309-170737j,+0+0j,+14380.9-21443.7j,+4430.25+0.252338j,+0+0j,+154180-170958j,+44646.3+22348.1j,+109405-193528j,+0+0j,+109340-193700j,+0+0j,+78403.4+56016.1j,+5577.82-212052j,-13284.1-212255j,-13425.7-212459j,-13572.5-212668j,+282642-276040j,+282640-276801j,+10819.8+2.26599j,+271809-277272j,+10820.4+0.988413j,+18724.9-21531.5j,+252542-257345j,+8780.75+0.757501j,-7.10537e-06+5.78932e-06j,+0+0j,+149155-422440j,+29057.7+214901j,+0+0j,+0+0j,+0+0j,+0+0j,+148113-423842j,+0+0j,+0+0j,+20234.1-234251j,+50245.8-101965j,+12998.9-234725j,+1.89689e-08+2.30069e-08j,+12941.8-234844j,+498.614-235342j,+261.109-235843j,+0+0j,+131.339-236111j,+0+0j,+47562.9-102405j,+0+0j,+33403.5-102680j,+19203.6-102862j,+14037.4+31.7138j,+0+0j,+14038.4+16.3664j,+0+0j,+14041.4+2.3977j,+9150.62+0.632269j,+3560.72-1.83111j,+3560.52-1.21503j,+9.18606e-06-4.96158e-06j,+9.19414e-06-4.96347e-06j,+0+0j,+25126.4+214534j,+0+0j,+0+0j,+10131.5+1.51059j,+14826.5+214341j,+5280.61+0.61905j,+0+0j,+14617.8+214119j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+175337-187893j,+511829-427729j,+282635-274513j,+178535-206661j,+25292.3+214716j
2016-10-08 15:00:00 PDT,+9530.64+0.643615j,+0+0j,+643013-419724j,+0+0j,+0+0j,+0+0j,+643232-423160j,+4150.15+0.155515j,+0+0j,+639218-425447j,+0+0j,+0+0j,+274699-157666j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44330.8+22183.5j,+0+0j,+44317.6+22184.8j,+1.13314e-05-1.07248e-06j,+0+0j,+1.13656e-05-1.01936e-06j,+0+0j,+1.13504e-05-1.02093e-06j,+0+0j,+0+0j,+0+0j,+1.13681e-05-1.01467e-06j,+1.13526e-05-1.04671e-06j,+1.13486e-05-1.03584e-06j,+0+0j,+0+0j,+16270.5-21397.3j,+198474-169381j,+0+0j,+16267.2-21422.1j,+6400.52+0.529121j,+0+0j,+198310-169671j,+44427.6+22238.6j,+153718-192202j,+0+0j,+153633-192410j,+0+0j,+77990+55720.8j,+50460.2-210526j,+12237-210738j,+12103.7-210937j,+11955.8-211152j,+364530-272969j,+364538-273907j,+13150+3.28453j,+351378-274489j,+13150.7+1.46444j,+21144.3-21519.9j,+329558-254925j,+11291.2+1.25762j,+6.88997e-06-5.7349e-06j,+0+0j,+205595-419494j,+50027.2+213439j,+0+0j,+0+0j,+0+0j,+0+0j,+204484-420965j,+0+0j,+0+0j,+54048.9-232205j,+73524.3-101171j,+29833.7-232678j,-9.58147e-09+8.80133e-09j,+29777.6-232792j,+464.599-233270j,+253.915-233752j,+0+0j,+127.878-234018j,+0+0j,+68975.4-101716j,+0+0j,+37968.6-102051j,+18845.8-102245j,+18959.8+45.1008j,+0+0j,+18959.5+24.1076j,+0+0j,+18962.4+4.29917j,+11731+1.04901j,+18445.7-2.58088j,+18444.7-1.60846j,+1.00593e-05-1.87151e-06j,+1.01017e-05-1.84304e-06j,+0+0j,+31206.1+213059j,+0+0j,+0+0j,+41735+25.2959j,-10678.1+212848j,+21209.9+10.0621j,+0+0j,-10899.2+212636j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+230005-181333j,+652259-415324j,+364461-271067j,+256018-204895j,+31378+213252j
2016-10-08 16:00:00 PDT,+13341.2+1.26235j,+0+0j,+815256-403825j,+0+0j,+0+0j,+0+0j,+815471-408199j,+7300.48+0.482217j,+0+0j,+808292-411110j,+0+0j,+0+0j,+342130-149064j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44128.5+22075j,+0+0j,+44108.1+22079.9j,-1.69155e-05+1.42568e-05j,+0+0j,-1.69201e-05+1.42806e-05j,+0+0j,-1.69041e-05+1.42753e-05j,+0+0j,+0+0j,+0+0j,-1.6925e-05+1.43012e-05j,-1.69489e-05+1.42782e-05j,-1.69618e-05+1.42817e-05j,+0+0j,+0+0j,+19524.5-21372.6j,+252311-167390j,+0+0j,+19521.4-21400.3j,+9761.22+1.23724j,+0+0j,+252096-167789j,+44178+22113.7j,+207703-190306j,+0+0j,+207589-190580j,+0+0j,+77518.4+55384j,+105094-208444j,+42596.4-208692j,+42467.9-208893j,+42316.8-209125j,+466098-268711j,+466106-269935j,+17140.5+5.46376j,+448946-270697j,+17141.1+2.49663j,+25320.4-21510j,+422698-251686j,+15582.4+2.40623j,-1.56277e-05+1.31639e-05j,+0+0j,+276246-415851j,+72756.3+211601j,+0+0j,+0+0j,+0+0j,+0+0j,+274986-417462j,+0+0j,+0+0j,+94231.6-229785j,+104695-100149j,+49824.2-230285j,-7.30787e-09-1.55648e-09j,+49768.2-230396j,+420.419-230858j,+243.992-231317j,+0+0j,+123.146-231582j,+0+0j,+96948.6-100867j,+0+0j,+45928.5-101296j,+18395.8-101518j,+27366.6+70.7749j,+0+0j,+27363+39.5449j,+0+0j,+27364.9+8.85507j,+16142+2.00901j,+35085+10.0106j,+35083.1+7.06241j,+4.10329e-06+1.96354e-08j,+4.10114e-06+2.40414e-08j,+0+0j,+37283.9+211190j,+0+0j,+0+0j,+78138.1+89.2532j,-40980.5+210922j,+39625+35.4244j,+0+0j,-41226.3+210710j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+297384-173034j,+828319-398218j,+465957-266221j,+349567-202636j,+37464.7+211395j
2016-10-08 17:00:00 PDT,+16722+1.98458j,+0+0j,+945146-390727j,+0+0j,+0+0j,+0+0j,+945310-395948j,+10000.9+0.906325j,+0+0j,+935387-399423j,+0+0j,+0+0j,+392604-142336j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43980.6+21995.5j,+0+0j,+43954.9+22003.2j,+1.94218e-06+5.08298e-07j,+0+0j,+1.89205e-06+4.95826e-07j,+0+0j,+1.86664e-06+4.99588e-07j,+0+0j,+0+0j,+0+0j,+1.88603e-06+5.35094e-07j,+1.85227e-06+5.03015e-07j,+1.83164e-06+5.19866e-07j,+0+0j,+0+0j,+22374.8-21353.8j,+292231-165693j,+0+0j,+22371.6-21384.4j,+12692.1+2.10002j,+0+0j,+291973-166189j,+43996+22022.6j,+247721-188714j,+0+0j,+247579-189051j,+0+0j,+77174.8+55138.6j,+145576-206747j,+64893.9-207039j,+64766-207244j,+64611.8-207494j,+542592-265078j,+542592-266558j,+20761.2+7.92064j,+521796-267482j,+20761.6+3.6721j,+29055.2-21501.7j,+491559-248955j,+19403.7+3.74403j,-6.71445e-07+2.05527e-06j,+0+0j,+329683-412981j,+88192.3+210186j,+0+0j,+0+0j,+0+0j,+0+0j,+328264-414739j,+0+0j,+0+0j,+123438-227974j,+129377-99320.8j,+64527.6-228513j,+5.18172e-09+2.6619e-08j,+64470.9-228623j,+385.775-229076j,+235.757-229520j,+0+0j,+119.23-229785j,+0+0j,+118871-100203j,+0+0j,+53002.4-100721j,+18056.1-100972j,+34775.6+96.4592j,+0+0j,+34767.7+55.5738j,+0+0j,+34767.9+14.2803j,+20073.1+3.13369j,+46833.9+27.6539j,+46831.6+19.113j,+9.59426e-06-1.08826e-05j,+9.5848e-06-1.08998e-05j,+0+0j,+40960.7+209743j,+0+0j,+0+0j,+104067+159.235j,-63215.2+209410j,+52752.4+63.1866j,+0+0j,-63485.7+209191j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+347760-166603j,+961665-384019j,+542402-262065j,+418619-200765j,+41148.1+209955j
2016-10-08 18:00:00 PDT,+19682.7+2.74977j,+0+0j,+989263-386616j,+0+0j,+0+0j,+0+0j,+989462-392209j,+12001.3+1.3053j,+0+0j,+977553-395933j,+0+0j,+0+0j,+408922-140300j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43965.3+21986.3j,+0+0j,+43938+21994.8j,-1.64306e-06+4.95097e-06j,+0+0j,-1.63172e-06+4.99393e-06j,+0+0j,-1.64454e-06+5.01813e-06j,+0+0j,+0+0j,+0+0j,-1.67036e-06+4.95069e-06j,-1.66439e-06+4.98811e-06j,-1.68836e-06+5.02175e-06j,+0+0j,+0+0j,+24717.3-21355.7j,+304079-165127j,+0+0j,+24713.9-21388.9j,+15062.9+2.95946j,+0+0j,+303816-165657j,+43976.3+22012.8j,+259577-188208j,+0+0j,+259430-188567j,+0+0j,+77137.2+55111.9j,+157514-206240j,+70247.6-206551j,+70121-206759j,+69967.6-207016j,+568467-264177j,+568476-265764j,+24242.1+10.6904j,+544198-266755j,+24242.2+5.00729j,+32427-21507.3j,+510514-248387j,+22805.1+5.17377j,-1.15722e-05+1.84574e-05j,+0+0j,+348945-412319j,+87919.7+209748j,+0+0j,+0+0j,+0+0j,+0+0j,+347457-414152j,+0+0j,+0+0j,+130341-227650j,+141837-99038.6j,+68432.2-228202j,-1.82401e-08-7.49472e-09j,+68375.9-228312j,+371.683-228767j,+231.285-229210j,+0+0j,+117.196-229477j,+0+0j,+129292-100016j,+0+0j,+59174-100580j,+17935.2-100864j,+41063.5+120.419j,+0+0j,+41052.5+70.5151j,+0+0j,+41051+19.9065j,+23584.3+4.33503j,+47984.7+29.813j,+47982.5+20.5887j,+2.99312e-06+2.28663e-06j,+2.99958e-06+2.30173e-06j,+0+0j,+39534.5+209306j,+0+0j,+0+0j,+107990+171.82j,-68560.4+208966j,+54827.4+68.3135j,+0+0j,-68837.7+208747j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+364042-164713j,+1.00873e+06-379381j,+568243-260953j,+437661-200407j,+39723.7+209517j
2016-10-08 19:00:00 PDT,+20963.1+3.1193j,+0+0j,+1.00177e+06-385596j,+0+0j,+0+0j,+0+0j,+1.00198e+06-391274j,+12801.5+1.48525j,+0+0j,+989283-395054j,+0+0j,+0+0j,+413349-139795j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43961+21983.8j,+0+0j,+43933.4+21992.5j,+8.48819e-08+7.29634e-06j,+0+0j,+4.96051e-08+7.28727e-06j,+0+0j,+4.0328e-08+7.28628e-06j,+0+0j,+0+0j,+0+0j,+6.90457e-09+7.28216e-06j,+1.5177e-08+7.28662e-06j,-1.91009e-08+7.27596e-06j,+0+0j,+0+0j,+25701.7-21354.5j,+307031-164979j,+0+0j,+25698.3-21388.8j,+16053.3+3.36197j,+0+0j,+306767-165516j,+43971.3+22010.2j,+262534-188072j,+0+0j,+262387-188436j,+0+0j,+77127.6+55105j,+160491-206104j,+71297.8-206418j,+71172.8-206626j,+71021-206883j,+575786-263920j,+575798-265528j,+25802.5+12.0675j,+549959-266535j,+25802.5+5.67331j,+33902.4-21505.5j,+514778-248192j,+24285.8+5.86875j,-3.14265e-05+2.04141e-05j,+0+0j,+354697-412048j,+86453.6+209602j,+0+0j,+0+0j,+0+0j,+0+0j,+353188-413909j,+0+0j,+0+0j,+131543-227542j,+146397-98921.4j,+69314.4-228097j,+1.09789e-08+1.25116e-08j,+69258.5-228207j,+366.038-228663j,+229.057-229107j,+0+0j,+116.17-229375j,+0+0j,+133037-99936.5j,+0+0j,+61831.2-100519j,+17906.7-100820j,+43747.1+131.424j,+0+0j,+43734.7+77.4001j,+0+0j,+43732.5+22.605j,+25114.9+4.91971j,+47664.3+29.2539j,+47662.2+20.2069j,+1.56046e-05-7.02959e-06j,+1.55589e-05-7.08635e-06j,+0+0j,+38391.4+209164j,+0+0j,+0+0j,+107909+171.714j,-69621.3+208828j,+54827.4+68.3323j,+0+0j,-69898.9+208612j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+368467-164245j,+1.02251e+06-378228j,+575552-260653j,+441956-200244j,+38579.7+209373j
2016-10-08 20:00:00 PDT,+19432.6+2.67959j,+0+0j,+934975-392847j,+0+0j,+0+0j,+0+0j,+935227-398040j,+11851.3+1.272j,+0+0j,+923506-401496j,+0+0j,+0+0j,+387275-143436j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44035.4+22023.8j,+0+0j,+44010.5+22031.1j,-5.97738e-06+7.91702e-06j,+0+0j,-5.98616e-06+7.91198e-06j,+0+0j,-5.96902e-06+7.90236e-06j,+0+0j,+0+0j,+0+0j,-5.97612e-06+7.88704e-06j,-5.97763e-06+7.88419e-06j,-6.0144e-06+7.8866e-06j,+0+0j,+0+0j,+24560.1-21364.7j,+286261-165885j,+0+0j,+24556.8-21397.6j,+14872.8+2.87997j,+0+0j,+286023-166366j,+44064.2+22056.7j,+241721-188912j,+0+0j,+241590-189240j,+0+0j,+77303.5+55230.6j,+139447-206986j,+59662.8-207272j,+59538.7-207477j,+59389.2-207723j,+536167-265955j,+536186-267415j,+23932+10.4138j,+512227-268327j,+23932.2+4.87447j,+32173.8-21510.2j,+478925-249709j,+22515+5.03546j,-2.20605e-05+1.93019e-05j,+0+0j,+327431-413548j,+77922.8+210306j,+0+0j,+0+0j,+0+0j,+0+0j,+326016-415322j,+0+0j,+0+0j,+116186-228466j,+134282-99354.1j,+61414.3-228995j,+1.53712e-09-3.54971e-09j,+61359.3-229105j,+382.852-229563j,+232.921-230015j,+0+0j,+117.997-230282j,+0+0j,+121909-100278j,+0+0j,+58792.3-100810j,+18076.9-101097j,+40540.9+118.433j,+0+0j,+40531.4+68.9044j,+0+0j,+40530.7+19.3346j,+23284.2+4.21013j,+41269.1+18.447j,+41267.3+12.8368j,-1.78196e-06+5.02847e-06j,-1.75378e-06+5.0376e-06j,+0+0j,+36261.9+209889j,+0+0j,+0+0j,+94178.8+130.496j,-58029.2+209591j,+47901.3+51.9882j,+0+0j,-58291.5+209381j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+342461-167710j,+954133-386112j,+535958-262988j,+406052-201276j,+36446.4+210094j
2016-10-08 21:00:00 PDT,+16151.8+1.8504j,+0+0j,+831667-403214j,+0+0j,+0+0j,+0+0j,+831919-407689j,+9850.87+0.878043j,+0+0j,+822208-410666j,+0+0j,+0+0j,+347166-148805j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44130.6+22075.6j,+0+0j,+44109.7+22080.7j,-8.31585e-06+1.30113e-05j,+0+0j,-8.35176e-06+1.30378e-05j,+0+0j,-8.33184e-06+1.3022e-05j,+0+0j,+0+0j,+0+0j,-8.30088e-06+1.30886e-05j,-8.32871e-06+1.30858e-05j,-8.34374e-06+1.30991e-05j,+0+0j,+0+0j,+22111.6-21374.4j,+254836-167170j,+0+0j,+22108.5-21404.6j,+12362+1.98444j,+0+0j,+254628-167574j,+44184.1+22116.8j,+210237-190101j,+0+0j,+210125-190379j,+0+0j,+77531+55393j,+107640-208238j,+42933.6-208488j,+42808.5-208689j,+42660.9-208920j,+475028-268640j,+475045-269885j,+19891+7.27238j,+455136-270662j,+19891.5+3.36235j,+28439.2-21511j,+425759-251664j,+18713.4+3.47106j,+1.76806e-05+2.74102e-07j,+0+0j,+284202-415595j,+67958.4+211349j,+0+0j,+0+0j,+0+0j,+0+0j,+282917-417243j,+0+0j,+0+0j,+93506.3-229718j,+113404-99988.2j,+49575.6-230216j,+1.43814e-08+1.28609e-08j,+49521-230327j,+410.028-230788j,+239.678-231248j,+0+0j,+121.137-231515j,+0+0j,+103086-100767j,+0+0j,+52206.5-101221j,+18345.9-101476j,+33691.2+92.5655j,+0+0j,+33685.9+52.5479j,+0+0j,+33687.4+13.2741j,+19352.9+2.89035j,+33764+8.52618j,+33762.3+6.04268j,+4.85356e-06-2.01956e-06j,+4.85128e-06-2.0371e-06j,+0+0j,+33810.2+210949j,+0+0j,+0+0j,+75031.5+82.543j,-41346.1+210696j,+38192.5+32.9084j,+0+0j,-41589.6+210490j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+302432-172818j,+847528-397434j,+474871-266108j,+352725-202601j,+33989.8+211149j
2016-10-08 22:00:00 PDT,+13131.2+1.22263j,+0+0j,+741300-411652j,+0+0j,+0+0j,+0+0j,+741524-415555j,+7750.54+0.543169j,+0+0j,+733902-418151j,+0+0j,+0+0j,+311902-153370j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44207.1+22117.6j,+0+0j,+44190+22120.9j,+1.7318e-05-1.13912e-06j,+0+0j,+1.73373e-05-1.10496e-06j,+0+0j,+1.73364e-05-1.04896e-06j,+0+0j,+0+0j,+0+0j,+1.73524e-05-1.04475e-06j,+1.73132e-05-1.0701e-06j,+1.73015e-05-1.10727e-06j,+0+0j,+0+0j,+19716.4-21380.2j,+227393-168224j,+0+0j,+19713.3-21408j,+9911.26+1.27291j,+0+0j,+227208-168567j,+44280.9+22165.2j,+182742-191080j,+0+0j,+182645-191320j,+0+0j,+77714.6+55524.2j,+79872.6-209280j,+28715.8-209506j,+28588.2-209703j,+28441.9-209924j,+421984-270679j,+421994-271758j,+16390.4+5.00858j,+405588-272428j,+16391+2.28053j,+25036.9-21508.3j,+379749-253136j,+15252.3+2.30195j,+1.09082e-05-6.78351e-06j,+0+0j,+245311-417245j,+60737.7+212249j,+0+0j,+0+0j,+0+0j,+0+0j,+244122-418797j,+0+0j,+0+0j,+73236.3-230753j,+94472.6-100508j,+39207.9-231232j,-2.36503e-08-8.91719e-09j,+39153.2-231344j,+434.479-231810j,+245.644-232279j,+0+0j,+123.913-232545j,+0+0j,+86293.3-101170j,+0+0j,+45992.7-101563j,+18582.4-101791j,+27244.4+70.4779j,+0+0j,+27242.1+38.9937j,+0+0j,+27244.8+8.66862j,+15781.9+1.91203j,+29441.7+4.16846j,+29439.8+3.02503j,+9.09559e-06-5.77685e-06j,+9.05726e-06-5.80358e-06j,+0+0j,+30916.1+211859j,+0+0j,+0+0j,+57938.4+49.0674j,-27158+211635j,+29499.3+19.5647j,+0+0j,-27388+211430j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+267218-177184j,+754164-406631j,+421879-268489j,+306521-203595j,+31092.7+212055j
