# file...... nodes_voltage_B.csv
# date...... Fri Oct 27 14:51:55 2017
# user...... mast9
# host...... (null)
# group..... class= node
# property.. voltage_B
# limit..... -1
# interval.. 3600
# timestamp,Node3,Node8,Node13,Node14,Node1401,Node15,Node18,Node21,Node23,Node25,Node26,Node2601,Node27,Node36,Node40,Node44,Node54,Node57,Node61,Node67,Node6701,Node72,Node78,Node81,Node89,Node91,Node93,Node97,Node101,Node105,Node108,Node110,Node135,Node149,Node1491,Node150,Node151,Node152,Node160,Node195,Node197,Node250,Node251,Node300,Node350,Node450,Node451,Node610,Node611
2016-12-02 00:00:00 PST,+0+0j,-1277.51-2151.12j,-1285.04-2143.55j,+0+0j,+0+0j,+0+0j,-1296.27-2132.5j,-1296.93-2132.15j,-1297.33-2132.91j,-1297.98-2133.76j,+0+0j,+0+0j,+0+0j,-1301.08-2125.58j,-1301.58-2123.92j,-1304.63-2119.79j,-1295.74-2132.96j,-1301.91-2124.2j,-1314.36-2107.62j,-1329.6-2116.46j,-1322.56-2120.77j,-1336.04-2112.66j,-1348.12-2111.58j,-1357.95-2116.55j,-1361.63-2096.92j,-1363.65-2095.46j,-1365.79-2094.45j,-1328.11-2116.09j,-1326.7-2115.86j,-1325.83-2115.75j,-1324.03-2116.71j,+0+0j,-1296.26-2132.5j,-1253.39-2170.97j,-1253.41-2170.97j,-1200.89-2080j,-1316.16-2116.88j,-1285.03-2143.55j,-1314.35-2107.61j,-1366.11-2093.97j,-1328.11-2116.09j,-1298.25-2134.44j,-1298.25-2134.44j,-1316.16-2116.87j,-1316.16-2116.87j,-1327.13-2115.37j,-1327.13-2115.37j,-151.657-243.186j,-1314.36-2107.62j
2016-12-02 01:00:00 PST,+0+0j,-2156.29+1304.91j,-2156.35+1315.43j,+0+0j,+0+0j,+0+0j,-2152.92+1327.04j,-2152.63+1326.4j,-2153.43+1325.72j,-2154.34+1325.18j,+0+0j,+0+0j,+0+0j,-2150.79+1335.78j,-2149.08+1336.47j,-2147.75+1341.79j,-2158.12+1334j,-2155.3+1345.33j,-2149.57+1367.66j,-2160.73+1385.67j,-2162.98+1376.21j,-2159.62+1395.73j,-2160.8+1410.6j,-2166.12+1420.88j,-2151.88+1430.92j,-2150.25+1433.3j,-2149.07+1435.79j,-2159.36+1382.75j,-2158.13+1379.92j,-2156.89+1377.46j,-2156.44+1373.86j,+0+0j,-2152.92+1327.04j,-2153.69+1272.82j,-2153.71+1272.83j,-2063.46+1219.48j,-2152.34+1361.44j,-2156.34+1315.42j,-2149.56+1367.66j,-2148.65+1436.06j,-2159.37+1382.74j,-2155.05+1325.04j,-2155.05+1325.04j,-2152.34+1361.44j,-2152.34+1361.44j,-2158.74+1381.68j,-2158.74+1381.68j,-248.027+157.807j,-2149.57+1367.66j
2016-12-02 02:00:00 PST,+0+0j,-2156.53+1304.62j,-2156.66+1315.08j,+0+0j,+0+0j,+0+0j,-2153.34+1326.65j,-2153.05+1326.03j,-2153.85+1325.37j,-2154.76+1324.83j,+0+0j,+0+0j,+0+0j,-2151.3+1335.35j,-2149.59+1336.03j,-2148.3+1341.31j,-2158.52+1333.52j,-2155.79+1344.82j,-2150.24+1367.11j,-2161.5+1385.07j,-2163.66+1375.65j,-2160.48+1395.12j,-2161.78+1409.95j,-2167.11+1420.25j,-2153.07+1430.21j,-2151.47+1432.58j,-2150.32+1435.07j,-2160.13+1382.15j,-2158.89+1379.33j,-2157.64+1376.86j,-2157.16+1373.26j,+0+0j,-2153.34+1326.65j,-2153.73+1272.76j,-2153.74+1272.77j,-2063.49+1219.42j,-2153+1360.88j,-2156.65+1315.08j,-2150.23+1367.11j,-2149.92+1435.33j,-2160.13+1382.15j,-2155.47+1324.72j,-2155.47+1324.72j,-2153+1360.89j,-2153+1360.89j,-2159.52+1381.07j,-2159.52+1381.07j,-248.104+157.744j,-2150.24+1367.11j
2016-12-02 03:00:00 PST,+0+0j,-2156.57+1304.58j,-2156.71+1315.03j,+0+0j,+0+0j,+0+0j,-2153.4+1326.59j,-2153.11+1325.97j,-2153.91+1325.31j,-2154.82+1324.78j,+0+0j,+0+0j,+0+0j,-2151.36+1335.28j,-2149.65+1335.97j,-2148.36+1341.24j,-2158.58+1333.44j,-2155.85+1344.73j,-2150.31+1367.01j,-2161.57+1384.97j,-2163.73+1375.55j,-2160.56+1395.02j,-2161.87+1409.84j,-2167.2+1420.14j,-2153.16+1430.11j,-2151.56+1432.48j,-2150.41+1434.97j,-2160.21+1382.05j,-2158.97+1379.23j,-2157.72+1376.76j,-2157.24+1373.16j,+0+0j,-2153.4+1326.59j,-2153.76+1272.74j,-2153.78+1272.76j,-2063.53+1219.41j,-2153.08+1360.8j,-2156.7+1315.02j,-2150.3+1367j,-2150.01+1435.22j,-2160.21+1382.04j,-2155.53+1324.66j,-2155.53+1324.66j,-2153.07+1360.8j,-2153.07+1360.8j,-2159.6+1380.96j,-2159.6+1380.96j,-248.112+157.732j,-2150.31+1367.01j
2016-12-02 04:00:00 PST,+0+0j,-2156.15+1304.65j,-2156.11+1315.13j,+0+0j,+0+0j,+0+0j,-2152.53+1326.68j,-2152.23+1326.02j,-2153.04+1325.33j,-2153.94+1324.78j,+0+0j,+0+0j,+0+0j,-2150.37+1335.4j,-2148.6+1336.11j,-2147.21+1341.43j,-2157.77+1333.67j,-2154.86+1345.01j,-2148.9+1367.38j,-2159.98+1385.38j,-2162.31+1375.92j,-2158.84+1395.42j,-2159.92+1410.31j,-2165.16+1420.57j,-2151.22+1430.52j,-2149.61+1432.88j,-2148.46+1435.36j,-2158.56+1382.49j,-2157.29+1379.67j,-2156.02+1377.23j,-2155.61+1373.6j,+0+0j,-2152.53+1326.68j,-2153.76+1272.74j,-2153.78+1272.76j,-2063.53+1219.41j,-2151.61+1361.14j,-2156.1+1315.12j,-2148.89+1367.37j,-2148.06+1435.61j,-2158.56+1382.49j,-2154.65+1324.61j,-2154.65+1324.61j,-2151.6+1361.14j,-2151.6+1361.14j,-2157.85+1381.5j,-2157.85+1381.5j,-247.95+157.774j,-2148.9+1367.38j
2016-12-02 05:00:00 PST,+0+0j,-2154.95+1305.23j,-2154.45+1315.87j,+0+0j,+0+0j,+0+0j,-2150.18+1327.5j,-2149.87+1326.74j,-2150.66+1325.97j,-2151.56+1325.37j,+0+0j,+0+0j,+0+0j,-2147.64+1336.34j,-2145.74+1337.12j,-2144.07+1342.6j,-2155.54+1334.91j,-2152.1+1346.37j,-2145.05+1368.97j,-2155.6+1387.16j,-2158.44+1377.52j,-2154.07+1397.21j,-2154.52+1412.3j,-2159.58+1422.49j,-2145.42+1432.52j,-2143.75+1434.84j,-2142.53+1437.32j,-2154.08+1384.31j,-2152.77+1381.46j,-2151.47+1379.1j,-2151.25+1375.43j,+0+0j,-2150.17+1327.5j,-2153.72+1272.77j,-2153.73+1272.78j,-2063.49+1219.43j,-2147.66+1362.7j,-2154.44+1315.86j,-2145.04+1368.96j,-2142.11+1437.6j,-2154.09+1384.31j,-2152.26+1325.08j,-2152.26+1325.08j,-2147.66+1362.7j,-2147.66+1362.7j,-2153.12+1383.54j,-2153.12+1383.54j,-247.506+157.958j,-2145.05+1368.97j
2016-12-02 06:00:00 PST,+0+0j,-2152.97+1306.43j,-2151.77+1317.37j,+0+0j,+0+0j,+0+0j,-2146.41+1329.2j,-2146.09+1328.28j,-2146.88+1327.37j,-2147.77+1326.68j,+0+0j,+0+0j,+0+0j,-2143.23+1338.29j,-2141.2+1339.16j,-2139.12+1344.9j,-2151.93+1337.28j,-2147.63+1348.9j,-2138.87+1371.78j,-2148.57+1390.3j,-2152.22+1380.35j,-2146.36+1400.41j,-2145.84+1415.81j,-2150.65+1425.86j,-2135.66+1436.25j,-2133.84+1438.54j,-2132.47+1441.04j,-2146.94+1387.51j,-2145.6+1384.6j,-2144.3+1382.38j,-2144.39+1378.64j,+0+0j,-2146.41+1329.2j,-2153.64+1272.89j,-2153.66+1272.9j,-2063.42+1219.55j,-2141.46+1365.58j,-2151.76+1317.36j,-2138.86+1371.77j,-2131.94+1441.38j,-2146.94+1387.51j,-2148.45+1326.22j,-2148.45+1326.22j,-2141.45+1365.58j,-2141.45+1365.58j,-2145.58+1387.08j,-2145.58+1387.08j,-246.793+158.282j,-2138.87+1371.78j
2016-12-02 07:00:00 PST,+0+0j,-2152.11+1307.29j,-2150.68+1318.39j,+0+0j,+0+0j,+0+0j,-2144.96+1330.38j,-2144.63+1329.37j,-2145.41+1328.4j,-2146.3+1327.66j,+0+0j,+0+0j,+0+0j,-2141.44+1339.63j,-2139.47+1340.49j,-2137.28+1346.36j,-2150.52+1338.66j,-2145.86+1350.3j,-2136.51+1373.07j,-2145.89+1391.79j,-2149.84+1381.65j,-2143.31+1401.99j,-2142.36+1417.51j,-2147.15+1427.46j,-2131.16+1438.32j,-2129.19+1440.62j,-2127.69+1443.16j,-2144.3+1389.02j,-2143+1386.11j,-2141.74+1383.95j,-2141.97+1380.24j,+0+0j,-2144.95+1330.37j,-2153.5+1273.09j,-2153.52+1273.11j,-2063.28+1219.75j,-2139.23+1367.15j,-2150.67+1318.38j,-2136.5+1373.07j,-2127.04+1443.58j,-2144.3+1389.02j,-2146.98+1327.17j,-2146.98+1327.17j,-2139.23+1367.15j,-2139.23+1367.15j,-2142.94+1388.61j,-2142.94+1388.61j,-246.52+158.432j,-2136.51+1373.07j
2016-12-02 08:00:00 PST,+0+0j,-2152.48+1306.11j,-2151.25+1316.81j,+0+0j,+0+0j,+0+0j,-2145.94+1328.59j,-2145.62+1327.66j,-2146.4+1326.74j,-2147.29+1326.05j,+0+0j,+0+0j,+0+0j,-2142.68+1337.67j,-2140.74+1338.45j,-2138.69+1344.13j,-2151.3+1336.3j,-2146.93+1347.68j,-2138.11+1369.97j,-2147.81+1388.6j,-2151.45+1378.53j,-2145.57+1398.76j,-2145.09+1414.1j,-2149.98+1424.05j,-2134.49+1434.89j,-2132.61+1437.22j,-2131.19+1439.77j,-2146.2+1385.85j,-2144.94+1382.95j,-2143.72+1380.78j,-2143.85+1377.15j,+0+0j,-2145.93+1328.58j,-2153.41+1273.2j,-2153.43+1273.22j,-2063.2+1219.85j,-2140.97+1364.37j,-2151.24+1316.8j,-2138.1+1369.97j,-2130.59+1440.15j,-2146.21+1385.85j,-2147.98+1325.63j,-2147.98+1325.63j,-2140.97+1364.37j,-2140.97+1364.37j,-2144.71+1385.51j,-2144.71+1385.51j,-246.705+158.074j,-2138.11+1369.97j
2016-12-02 09:00:00 PST,+0+0j,-2153.82+1304.47j,-2153.04+1314.7j,+0+0j,+0+0j,+0+0j,-2148.48+1326.18j,-2148.17+1325.37j,-2148.96+1324.56j,-2149.86+1323.93j,+0+0j,+0+0j,+0+0j,-2145.72+1334.98j,-2143.82+1335.68j,-2142.04+1341.1j,-2153.71+1333.14j,-2149.93+1344.23j,-2142.23+1365.98j,-2152.54+1384.39j,-2155.6+1374.51j,-2150.85+1394.47j,-2151.1+1409.57j,-2156.14+1419.6j,-2141.61+1430.15j,-2139.88+1432.5j,-2138.6+1435.03j,-2150.98+1381.65j,-2149.72+1378.83j,-2148.49+1376.61j,-2148.39+1373.06j,+0+0j,-2148.47+1326.17j,-2153.48+1273.13j,-2153.5+1273.15j,-2063.26+1219.78j,-2145.11+1360.66j,-2153.03+1314.69j,-2142.22+1365.97j,-2138.12+1435.34j,-2150.98+1381.65j,-2150.56+1323.62j,-2150.56+1323.62j,-2145.11+1360.66j,-2145.11+1360.66j,-2149.67+1381.14j,-2149.67+1381.14j,-247.181+157.613j,-2142.23+1365.98j
