,node,active_power_from,active_power_to,reactive_power_from,reactive_power_to,month,hour_of_day,day_of_month,daytype,timezone,line
156,WECClink50-57,0.95032237,-0.94983484,-0.67026185,0.66658418,april,2,3,weekend,,WECClink50-57
162,WECClink50-57,0.94304634,-0.94256348,-0.67102093,0.66729604,april,3,3,weekend,,WECClink50-57
168,WECClink50-57,0.96199493,-0.96149976,-0.66915756,0.66555692,april,4,3,weekend,,WECClink50-57
174,WECClink50-57,1.0231983,-1.0226617,-0.66273664,0.65955405,april,5,3,weekend,,WECClink50-57
180,WECClink50-57,1.0736627,-1.0730898000000002,-0.65732787,0.65451052,april,6,3,weekend,,WECClink50-57
186,WECClink50-57,1.1090474,-1.1084482,-0.65302026,0.65046847,april,7,3,weekend,,WECClink50-57
192,WECClink50-57,0.98210083,-0.98159259,-0.6665625,0.66309412,april,8,3,weekend,,WECClink50-57
198,WECClink50-57,0.85166436,-0.8512377,-0.67869415,0.67440179,april,9,3,weekend,,WECClink50-57
204,WECClink50-57,0.78639573,-0.78600544,-0.68408242,0.67942218,april,10,3,weekend,,WECClink50-57
210,WECClink50-57,0.77631686,-0.77593202,-0.68466171,0.67994642,april,11,3,weekend,,WECClink50-57
216,WECClink50-57,0.76916687,-0.7687859,-0.68498461,0.68023035,april,12,3,weekend,,WECClink50-57
222,WECClink50-57,0.78179976,-0.7814123000000001,-0.68362619,0.67893779,april,13,3,weekend,,WECClink50-57
228,WECClink50-57,0.80169344,-0.80129551,-0.68154265,0.67696058,april,14,3,weekend,,WECClink50-57
234,WECClink50-57,0.86369975,-0.8632671000000001,-0.67541083,0.67118033,april,15,3,weekend,,WECClink50-57
240,WECClink50-57,0.98739765,-0.98688759,-0.66217014,0.65872204,april,16,3,weekend,,WECClink50-57
246,WECClink50-57,1.2192929,-1.2186073,-0.63560153,0.63392244,april,17,3,weekend,,WECClink50-57
252,WECClink50-57,1.3869898,-1.3861526000000002,-0.61414899,0.61399477,april,18,3,weekend,,WECClink50-57
258,WECClink50-57,1.46456,-1.4636458,-0.6030745,0.60369457,april,19,3,weekend,,WECClink50-57
264,WECClink50-57,1.4824805,-1.4815477,-0.60074603,0.60155221,april,20,3,weekend,,WECClink50-57
270,WECClink50-57,1.4077096000000002,-1.4068517,-0.61254609,0.61259882,april,21,3,weekend,,WECClink50-57
276,WECClink50-57,1.256959,-1.2562398000000001,-0.63407262,0.63272967,april,22,3,weekend,,WECClink50-57
282,WECClink50-57,1.1192672,-1.1186604,-0.65157361,0.64909952,april,23,3,weekend,,WECClink50-57
0,WECClink54-57,-0.86119751,0.86174992,0.059998964,-0.077490028,april,0,1,weekday,,WECClink54-57
6,WECClink54-57,-0.70649155,0.70693461,0.34392973,-0.36404156,april,1,1,weekday,,WECClink54-57
12,WECClink54-57,-0.70072642,0.70116411,0.34487315,-0.36506716,april,2,1,weekday,,WECClink54-57
18,WECClink54-57,-0.6990295999999999,0.6994657,0.34511939,-0.36533724,april,3,1,weekday,,WECClink54-57
24,WECClink54-57,-0.70554633,0.70598847,0.34399522,-0.36411969,april,4,1,weekday,,WECClink54-57
30,WECClink54-57,-0.7256328000000001,0.72609394,0.34038703,-0.36021761,april,5,1,weekday,,WECClink54-57
36,WECClink54-57,-0.74195747,0.7424345,0.33735865,-0.35694346,april,6,1,weekday,,WECClink54-57
42,WECClink54-57,-0.76022769,0.76072304,0.33432179,-0.35362953,april,7,1,weekday,,WECClink54-57
48,WECClink54-57,-0.74301007,0.74348889,0.33982347,-0.35941213,april,8,1,weekday,,WECClink54-57
54,WECClink54-57,-0.71717218,0.71762668,0.34651016,-0.36649653,april,9,1,weekday,,WECClink54-57
60,WECClink54-57,-0.69787012,0.69830676,0.35028264,-0.37054932,april,10,1,weekday,,WECClink54-57
66,WECClink54-57,-0.69364566,0.69407845,0.35105179,-0.37137893,april,11,1,weekday,,WECClink54-57
72,WECClink54-57,-0.69014168,0.69057131,0.35172122,-0.37209840000000005,april,12,1,weekday,,WECClink54-57
78,WECClink54-57,-0.69814369,0.69858078,0.35083888,-0.37110631,april,13,1,weekday,,WECClink54-57
84,WECClink54-57,-0.70835888,0.70880561,0.34968252,-0.36980807,april,14,1,weekday,,WECClink54-57
90,WECClink54-57,-0.74091423,0.74139262,0.34557934,-0.36523569,april,15,1,weekday,,WECClink54-57
96,WECClink54-57,-0.79229784,0.79282819,0.33509941,-0.35395029,april,16,1,weekday,,WECClink54-57
102,WECClink54-57,-0.84136208,0.84194539,0.32297809,-0.34099449,april,17,1,weekday,,WECClink54-57
108,WECClink54-57,-0.87264617,0.87326574,0.3172469,-0.33471949,april,18,1,weekday,,WECClink54-57
114,WECClink54-57,-0.88950838,0.89014777,0.31257613,-0.32973599,april,19,1,weekday,,WECClink54-57
120,WECClink54-57,-0.88358652,0.88421817,0.31043269,-0.32767092,april,20,1,weekday,,WECClink54-57
126,WECClink54-57,-0.85339367,0.85398968,0.31572696,-0.33349456,april,21,1,weekday,,WECClink54-57
132,WECClink54-57,-0.80087521,0.80141293,0.3266549,-0.34531559,april,22,1,weekday,,WECClink54-57
138,WECClink54-57,-0.75510854,0.75559875,0.33537414,-0.35476246,april,23,1,weekday,,WECClink54-57
144,WECClink54-57,-0.71818436,0.71863846,0.34198686,-0.36192964,april,0,3,weekend,,WECClink54-57
150,WECClink54-57,-0.7170812,0.7175343000000001,0.34234032,-0.36230041,april,1,3,weekend,,WECClink54-57
156,WECClink54-57,-0.70957982,0.7100258,0.34352968,-0.36359784,april,2,3,weekend,,WECClink54-57
162,WECClink54-57,-0.70626158,0.70670444,0.34402982,-0.36414529,april,3,3,weekend,,WECClink54-57
168,WECClink54-57,-0.71173217,0.71218013,0.34297174,-0.36300717,april,4,3,weekend,,WECClink54-57
174,WECClink54-57,-0.73213664,0.73260407,0.3392133,-0.35894717,april,5,3,weekend,,WECClink54-57
180,WECClink54-57,-0.74819334,0.74867651,0.33613926,-0.35562869,april,6,3,weekend,,WECClink54-57
186,WECClink54-57,-0.7648805000000001,0.76538056,0.33337528,-0.3526101,april,7,3,weekend,,WECClink54-57
192,WECClink54-57,-0.74046634,0.74094263,0.34019937,-0.35982620000000004,april,8,3,weekend,,WECClink54-57
198,WECClink54-57,-0.7145416,0.71499361,0.34694836,-0.36697308,april,9,3,weekend,,WECClink54-57
204,WECClink54-57,-0.69886662,0.69930424,0.35030204,-0.37055614,april,10,3,weekend,,WECClink54-57
210,WECClink54-57,-0.7000688,0.70050767,0.3505397,-0.37077989,april,11,3,weekend,,WECClink54-57
216,WECClink54-57,-0.70193758,0.7023783,0.35062726,-0.37084379,april,12,3,weekend,,WECClink54-57
222,WECClink54-57,-0.71324846,0.71369997,0.34943735,-0.36949631,april,13,3,weekend,,WECClink54-57
228,WECClink54-57,-0.72835966,0.72882582,0.34769159,-0.36753544,april,14,3,weekend,,WECClink54-57
234,WECClink54-57,-0.76669864,0.76720333,0.34277897,-0.36205359,april,15,3,weekend,,WECClink54-57
240,WECClink54-57,-0.83551555,0.83609442,0.33262631,-0.35080114,april,16,3,weekend,,WECClink54-57
246,WECClink54-57,-0.9007813,0.90143558,0.31654645,-0.33355134,april,17,3,weekend,,WECClink54-57
252,WECClink54-57,-0.91313835,0.91380656,0.30752358,-0.32424955,april,18,3,weekend,,WECClink54-57
258,WECClink54-57,-0.91804503,0.91871883,0.30337003,-0.31997715,april,19,3,weekend,,WECClink54-57
264,WECClink54-57,-0.91646609,0.91713781,0.30286885,-0.3194965,april,20,3,weekend,,WECClink54-57
270,WECClink54-57,-0.88435544,0.88498789,0.30973606,-0.32695687,april,21,3,weekend,,WECClink54-57
276,WECClink54-57,-0.82674106,0.82730708,0.32193655,-0.34017013,april,22,3,weekend,,WECClink54-57
282,WECClink54-57,-0.7747049,0.77521518,0.33211697,-0.35120250000000003,april,23,3,weekend,,WECClink54-57
0,WECClink54-57,-0.86119751,0.86174992,0.059998964,-0.077490028,april,0,1,weekday,,WECClink54-57
6,WECClink54-57,-0.70649155,0.70693461,0.34392973,-0.36404156,april,1,1,weekday,,WECClink54-57
12,WECClink54-57,-0.70072642,0.70116411,0.34487315,-0.36506716,april,2,1,weekday,,WECClink54-57
18,WECClink54-57,-0.6990295999999999,0.6994657,0.34511939,-0.36533724,april,3,1,weekday,,WECClink54-57
24,WECClink54-57,-0.70554633,0.70598847,0.34399522,-0.36411969,april,4,1,weekday,,WECClink54-57
30,WECClink54-57,-0.7256328000000001,0.72609394,0.34038703,-0.36021761,april,5,1,weekday,,WECClink54-57
36,WECClink54-57,-0.74195747,0.7424345,0.33735865,-0.35694346,april,6,1,weekday,,WECClink54-57
42,WECClink54-57,-0.76022769,0.76072304,0.33432179,-0.35362953,april,7,1,weekday,,WECClink54-57
48,WECClink54-57,-0.74301007,0.74348889,0.33982347,-0.35941213,april,8,1,weekday,,WECClink54-57
54,WECClink54-57,-0.71717218,0.71762668,0.34651016,-0.36649653,april,9,1,weekday,,WECClink54-57
60,WECClink54-57,-0.69787012,0.69830676,0.35028264,-0.37054932,april,10,1,weekday,,WECClink54-57
66,WECClink54-57,-0.69364566,0.69407845,0.35105179,-0.37137893,april,11,1,weekday,,WECClink54-57
72,WECClink54-57,-0.69014168,0.69057131,0.35172122,-0.37209840000000005,april,12,1,weekday,,WECClink54-57
78,WECClink54-57,-0.69814369,0.69858078,0.35083888,-0.37110631,april,13,1,weekday,,WECClink54-57
84,WECClink54-57,-0.70835888,0.70880561,0.34968252,-0.36980807,april,14,1,weekday,,WECClink54-57
90,WECClink54-57,-0.74091423,0.74139262,0.34557934,-0.36523569,april,15,1,weekday,,WECClink54-57
96,WECClink54-57,-0.79229784,0.79282819,0.33509941,-0.35395029,april,16,1,weekday,,WECClink54-57
102,WECClink54-57,-0.84136208,0.84194539,0.32297809,-0.34099449,april,17,1,weekday,,WECClink54-57
108,WECClink54-57,-0.87264617,0.87326574,0.3172469,-0.33471949,april,18,1,weekday,,WECClink54-57
114,WECClink54-57,-0.88950838,0.89014777,0.31257613,-0.32973599,april,19,1,weekday,,WECClink54-57
120,WECClink54-57,-0.88358652,0.88421817,0.31043269,-0.32767092,april,20,1,weekday,,WECClink54-57
126,WECClink54-57,-0.85339367,0.85398968,0.31572696,-0.33349456,april,21,1,weekday,,WECClink54-57
132,WECClink54-57,-0.80087521,0.80141293,0.3266549,-0.34531559,april,22,1,weekday,,WECClink54-57
138,WECClink54-57,-0.75510854,0.75559875,0.33537414,-0.35476246,april,23,1,weekday,,WECClink54-57
144,WECClink54-57,-0.71818436,0.71863846,0.34198686,-0.36192964,april,0,3,weekend,,WECClink54-57
150,WECClink54-57,-0.7170812,0.7175343000000001,0.34234032,-0.36230041,april,1,3,weekend,,WECClink54-57
156,WECClink54-57,-0.70957982,0.7100258,0.34352968,-0.36359784,april,2,3,weekend,,WECClink54-57
162,WECClink54-57,-0.70626158,0.70670444,0.34402982,-0.36414529,april,3,3,weekend,,WECClink54-57
168,WECClink54-57,-0.71173217,0.71218013,0.34297174,-0.36300717,april,4,3,weekend,,WECClink54-57
174,WECClink54-57,-0.73213664,0.73260407,0.3392133,-0.35894717,april,5,3,weekend,,WECClink54-57
180,WECClink54-57,-0.74819334,0.74867651,0.33613926,-0.35562869,april,6,3,weekend,,WECClink54-57
186,WECClink54-57,-0.7648805000000001,0.76538056,0.33337528,-0.3526101,april,7,3,weekend,,WECClink54-57
192,WECClink54-57,-0.74046634,0.74094263,0.34019937,-0.35982620000000004,april,8,3,weekend,,WECClink54-57
198,WECClink54-57,-0.7145416,0.71499361,0.34694836,-0.36697308,april,9,3,weekend,,WECClink54-57
204,WECClink54-57,-0.69886662,0.69930424,0.35030204,-0.37055614,april,10,3,weekend,,WECClink54-57
210,WECClink54-57,-0.7000688,0.70050767,0.3505397,-0.37077989,april,11,3,weekend,,WECClink54-57
216,WECClink54-57,-0.70193758,0.7023783,0.35062726,-0.37084379,april,12,3,weekend,,WECClink54-57
222,WECClink54-57,-0.71324846,0.71369997,0.34943735,-0.36949631,april,13,3,weekend,,WECClink54-57
228,WECClink54-57,-0.72835966,0.72882582,0.34769159,-0.36753544,april,14,3,weekend,,WECClink54-57
234,WECClink54-57,-0.76669864,0.76720333,0.34277897,-0.36205359,april,15,3,weekend,,WECClink54-57
240,WECClink54-57,-0.83551555,0.83609442,0.33262631,-0.35080114,april,16,3,weekend,,WECClink54-57
246,WECClink54-57,-0.9007813,0.90143558,0.31654645,-0.33355134,april,17,3,weekend,,WECClink54-57
252,WECClink54-57,-0.91313835,0.91380656,0.30752358,-0.32424955,april,18,3,weekend,,WECClink54-57
258,WECClink54-57,-0.91804503,0.91871883,0.30337003,-0.31997715,april,19,3,weekend,,WECClink54-57
264,WECClink54-57,-0.91646609,0.91713781,0.30286885,-0.3194965,april,20,3,weekend,,WECClink54-57
270,WECClink54-57,-0.88435544,0.88498789,0.30973606,-0.32695687,april,21,3,weekend,,WECClink54-57
276,WECClink54-57,-0.82674106,0.82730708,0.32193655,-0.34017013,april,22,3,weekend,,WECClink54-57
282,WECClink54-57,-0.7747049,0.77521518,0.33211697,-0.35120250000000003,april,23,3,weekend,,WECClink54-57
0,WECClink57-58,-2.0623549999999997,2.0671033,0.07039775599999999,-0.043924439,april,0,1,weekday,,WECClink57-58
6,WECClink57-58,-1.7449356,1.7484723999999998,0.49221816,-0.47969256,april,1,1,weekday,,WECClink57-58
12,WECClink57-58,-1.7336286,1.7371227999999999,0.49258049,-0.48052116,april,2,1,weekday,,WECClink57-58
18,WECClink57-58,-1.7309108,1.7343948,0.49266954,-0.48072181,april,3,1,weekday,,WECClink57-58
24,WECClink57-58,-1.745466,1.7490048999999999,0.49223921,-0.47969153,april,4,1,weekday,,WECClink57-58
30,WECClink57-58,-1.7913063999999999,1.7950211,0.49075825,-0.47628708,april,5,1,weekday,,WECClink57-58
36,WECClink57-58,-1.829589,1.8334542,0.48944399,-0.47332654,april,6,1,weekday,,WECClink57-58
42,WECClink57-58,-1.860502,1.864491,0.48806517,-0.47059264,april,7,1,weekday,,WECClink57-58
48,WECClink57-58,-1.7779782,1.781641,0.49087058,-0.47696618,april,8,1,weekday,,WECClink57-58
54,WECClink57-58,-1.6787078000000002,1.6819985,0.49338497,-0.48355123,april,9,1,weekday,,WECClink57-58
60,WECClink57-58,-1.6248508999999998,1.6279491000000001,0.49443864,-0.48671225,april,10,1,weekday,,WECClink57-58
66,WECClink57-58,-1.612686,1.6157415000000002,0.49458693,-0.48732695,april,11,1,weekday,,WECClink57-58
72,WECClink57-58,-1.6018421999999999,1.60486,0.49470787,-0.48786065,april,12,1,weekday,,WECClink57-58
78,WECClink57-58,-1.6101093,1.6131556999999999,0.49445127,-0.48729053,april,13,1,weekday,,WECClink57-58
84,WECClink57-58,-1.6206499,1.623733,0.49410041,-0.48653761,april,14,1,weekday,,WECClink57-58
90,WECClink57-58,-1.6634337,1.6666686000000002,0.49293654,-0.48371237,april,15,1,weekday,,WECClink57-58
96,WECClink57-58,-1.7943342,1.7980596000000002,0.48923946,-0.47464761,april,16,1,weekday,,WECClink57-58
102,WECClink57-58,-1.9414205000000002,1.9457435,0.48334774,-0.46221845,april,17,1,weekday,,WECClink57-58
108,WECClink57-58,-1.9940011999999998,1.9985496999999999,0.48054996,-0.45695420000000003,april,18,1,weekday,,WECClink57-58
114,WECClink57-58,-2.0451628,2.049937,0.47770804,-0.45164297,april,19,1,weekday,,WECClink57-58
120,WECClink57-58,-2.0926089,2.0975981,0.47529196,-0.44687553,april,20,1,weekday,,WECClink57-58
126,WECClink57-58,-2.052566,2.0573738,0.47804140000000006,-0.45160975,april,21,1,weekday,,WECClink57-58
132,WECClink57-58,-1.9414926,1.9458164,0.48423233,-0.46309544,april,22,1,weekday,,WECClink57-58
138,WECClink57-58,-1.8465083999999998,1.850441,0.48858927,-0.47173333,april,23,1,weekday,,WECClink57-58
144,WECClink57-58,-1.7684353,1.7720616000000002,0.49146359,-0.47795877,april,0,3,weekend,,WECClink57-58
150,WECClink57-58,-1.7626563000000002,1.7662605,0.49161413,-0.47835161,april,1,3,weekend,,WECClink57-58
156,WECClink57-58,-1.7490366999999998,1.7525891,0.49207599,-0.47938061,april,2,3,weekend,,WECClink57-58
162,WECClink57-58,-1.7434181,1.7469491999999998,0.49226589,-0.47980311,april,3,3,weekend,,WECClink57-58
168,WECClink57-58,-1.7580618000000001,1.7616486,0.49183888,-0.47876792,april,4,3,weekend,,WECClink57-58
174,WECClink57-58,-1.8053167,1.8090861,0.49023804,-0.47516878,april,5,3,weekend,,WECClink57-58
180,WECClink57-58,-1.8442697,1.8481935,0.48885724,-0.47209903,april,6,3,weekend,,WECClink57-58
186,WECClink57-58,-1.8715287,1.8755624,0.48759477,-0.46963295,april,7,3,weekend,,WECClink57-58
192,WECClink57-58,-1.7735506,1.7771963,0.49099329,-0.4772757,april,8,3,weekend,,WECClink57-58
198,WECClink57-58,-1.6726956999999998,1.6759646000000001,0.49349645,-0.48390159,april,9,3,weekend,,WECClink57-58
204,WECClink57-58,-1.622154,1.6252426000000002,0.49438247,-0.48676037,april,10,3,weekend,,WECClink57-58
210,WECClink57-58,-1.6143236,1.6173847,0.49437176,-0.4870504,april,11,3,weekend,,WECClink57-58
216,WECClink57-58,-1.6087601999999999,1.6118018,0.49431157,-0.48720326,april,12,3,weekend,,WECClink57-58
222,WECClink57-58,-1.6185148,1.6215903,0.49394308,-0.48646332,april,13,3,weekend,,WECClink57-58
228,WECClink57-58,-1.6338816,1.6370109,0.49339656,-0.48532672,april,14,3,weekend,,WECClink57-58
234,WECClink57-58,-1.6818171999999998,1.6851182,0.49190971,-0.48196066,april,15,3,weekend,,WECClink57-58
240,WECClink57-58,-1.7773408,1.7809992,0.48839266,-0.47453103,april,16,3,weekend,,WECClink57-58
246,WECClink57-58,-1.9561327000000002,1.9605172,0.48114875,-0.45934463,april,17,3,weekend,,WECClink57-58
252,WECClink57-58,-2.0851537,2.0901083,0.47480419,-0.44676419,april,18,3,weekend,,WECClink57-58
258,WECClink57-58,-2.1447157000000003,2.1499466,0.47122390000000003,-0.44016178,april,19,3,weekend,,WECClink57-58
264,WECClink57-58,-2.1585077,2.1638037999999997,0.47051646,-0.43874187,april,20,3,weekend,,WECClink57-58
270,WECClink57-58,-2.1011831,2.1062117000000002,0.47468531,-0.445838,april,21,3,weekend,,WECClink57-58
276,WECClink57-58,-1.9853776,1.9898892,0.48180819,-0.45861726,april,22,3,weekend,,WECClink57-58
282,WECClink57-58,-1.8793799999999998,1.8834456999999998,0.48711385,-0.46880221,april,23,3,weekend,,WECClink57-58
0,WECClink156-157,2.3423163,-2.3407193,-0.0051990458000000005,0.10155085,may,0,6,weekday,,WECClink156-157
6,WECClink156-157,2.061218,-2.0599637,-0.37510809,0.45078069,may,1,6,weekday,,WECClink156-157
12,WECClink156-157,2.0476912,-2.0464531000000004,-0.37525929,0.44995836,may,2,6,weekday,,WECClink156-157
18,WECClink156-157,2.0418447,-2.0406134999999996,-0.37534614,0.44962705,may,3,6,weekday,,WECClink156-157
24,WECClink156-157,2.0682943,-2.0670317,-0.37467472,0.45085146,may,4,6,weekday,,WECClink156-157
30,WECClink156-157,2.1411535,-2.1398021000000003,-0.37264848,0.45418008,may,5,6,weekday,,WECClink156-157
36,WECClink156-157,2.1847606,-2.1833543,-0.37211582,0.45696453,may,6,6,weekday,,WECClink156-157
42,WECClink156-157,2.2332611,-2.2317927,-0.37009057,0.45868238,may,7,6,weekday,,WECClink156-157
48,WECClink156-157,2.1345517999999997,-2.1332085,-0.37303801,0.45408122,may,8,6,weekday,,WECClink156-157
54,WECClink156-157,2.0110967,-2.0099017,-0.37559363,0.44769248,may,9,6,weekday,,WECClink156-157
60,WECClink156-157,1.9171348000000001,-1.9160465,-0.37698665,0.44265126,may,10,6,weekday,,WECClink156-157
66,WECClink156-157,1.8786807,-1.8776343,-0.37770411,0.4408339,may,11,6,weekday,,WECClink156-157
72,WECClink156-157,1.8606376,-1.8596106,-0.37810235,0.44006284,may,12,6,weekday,,WECClink156-157
78,WECClink156-157,1.8563342,-1.8553117,-0.37846984,0.44015945,may,13,6,weekday,,WECClink156-157
84,WECClink156-157,1.867949,-1.8669139,-0.3787512,0.44120149,may,14,6,weekday,,WECClink156-157
90,WECClink156-157,1.9511509999999999,-1.9500241000000003,-0.37787486,0.4458608,may,15,6,weekday,,WECClink156-157
96,WECClink156-157,2.1449555,-2.143599,-0.37350902,0.45534977,may,16,6,weekday,,WECClink156-157
102,WECClink156-157,2.3271697000000002,-2.3255763,-0.36772831,0.46386654,may,17,6,weekday,,WECClink156-157
108,WECClink156-157,2.4514157,-2.4496487,-0.36282752,0.46943568,may,18,6,weekday,,WECClink156-157
114,WECClink156-157,2.4861827,-2.4843653999999997,-0.36138693,0.47103199999999995,may,19,6,weekday,,WECClink156-157
120,WECClink156-157,2.5723851000000004,-2.5704404999999997,-0.35548398,0.47280478,may,20,6,weekday,,WECClink156-157
126,WECClink156-157,2.5241375,-2.5222651000000003,-0.35808003,0.47104606,may,21,6,weekday,,WECClink156-157
132,WECClink156-157,2.3634728,-2.3618299,-0.36592359,0.46504596,may,22,6,weekday,,WECClink156-157
138,WECClink156-157,2.2181879,-2.2167387,-0.37134843,0.45878281,may,23,6,weekday,,WECClink156-157
144,WECClink156-157,2.0989378,-2.0976381,-0.37442936,0.45284749,may,0,7,weekend,,WECClink156-157
150,WECClink156-157,2.0798417000000002,-2.0785649,-0.37517454,0.45220525,may,1,7,weekend,,WECClink156-157
156,WECClink156-157,2.0636122,-2.0623549999999997,-0.37534948,0.45120121,may,2,7,weekend,,WECClink156-157
162,WECClink156-157,2.0593096,-2.0580576,-0.37527628,0.45081447,may,3,7,weekend,,WECClink156-157
168,WECClink156-157,2.0852464,-2.0839634,-0.3745726,0.45198586,may,4,7,weekend,,WECClink156-157
174,WECClink156-157,2.1585035,-2.1571304000000002,-0.37233539,0.45517683,may,5,7,weekend,,WECClink156-157
180,WECClink156-157,2.2003391,-2.198913,-0.37148452,0.45752715,may,6,7,weekend,,WECClink156-157
186,WECClink156-157,2.2431712999999998,-2.2416897999999996,-0.37023573,0.45961804,may,7,7,weekend,,WECClink156-157
192,WECClink156-157,2.1155266,-2.1142066,-0.37411005,0.45375306,may,8,7,weekend,,WECClink156-157
198,WECClink156-157,1.9838242,-1.9826603999999999,-0.37679175,0.44700661,may,9,7,weekend,,WECClink156-157
204,WECClink156-157,1.8924450000000002,-1.8913834999999999,-0.37815763,0.4422039000000001,may,10,7,weekend,,WECClink156-157
210,WECClink156-157,1.8588608,-1.8578355,-0.37888898,0.44075109,may,11,7,weekend,,WECClink156-157
216,WECClink156-157,1.8351098999999997,-1.8341096999999997,-0.37961713,0.43996398,may,12,7,weekend,,WECClink156-157
222,WECClink156-157,1.8256249,-1.8246345000000002,-0.38024487,0.43999931,may,13,7,weekend,,WECClink156-157
228,WECClink156-157,1.8435221999999998,-1.8425127000000001,-0.38070548,0.44161441,may,14,7,weekend,,WECClink156-157
234,WECClink156-157,1.9268398999999998,-1.9257396,-0.38007571,0.44645920000000006,may,15,7,weekend,,WECClink156-157
240,WECClink156-157,2.1234402,-2.1221097,-0.37595713,0.45623556,may,16,7,weekend,,WECClink156-157
246,WECClink156-157,2.3517442,-2.3501162,-0.36899572,0.46721595,may,17,7,weekend,,WECClink156-157
252,WECClink156-157,2.4800527999999997,-2.4782436000000003,-0.36333662,0.47249283,may,18,7,weekend,,WECClink156-157
258,WECClink156-157,2.5116519,-2.5097966,-0.36153141,0.47346907,may,19,7,weekend,,WECClink156-157
264,WECClink156-157,2.6014217,-2.5994324,-0.35503112,0.47505257,may,20,7,weekend,,WECClink156-157
270,WECClink156-157,2.5573855,-2.5554632,-0.3572012,0.47318383,may,21,7,weekend,,WECClink156-157
276,WECClink156-157,2.3924857000000004,-2.3908022,-0.36554972,0.4671241,may,22,7,weekend,,WECClink156-157
282,WECClink156-157,2.2434982999999997,-2.2420161,-0.37114361,0.46057337,may,23,7,weekend,,WECClink156-157
0,WECClink157-161,-0.68542557,0.69058221,-0.32008771,0.018329072,may,0,6,weekday,,WECClink157-161
6,WECClink157-161,-0.67451861,0.67913948,-0.18476618,-0.12787152,may,1,6,weekday,,WECClink157-161
12,WECClink157-161,-0.67443712,0.67905565,-0.18376078,-0.12894271,may,2,6,weekday,,WECClink157-161
18,WECClink157-161,-0.67440277,0.67902033,-0.18333707,-0.12939408,may,3,6,weekday,,WECClink157-161
24,WECClink157-161,-0.67455025,0.67917204,-0.1851566,-0.12745548,may,4,6,weekday,,WECClink157-161
30,WECClink157-161,-0.67496571,0.67959987,-0.19028404,-0.12198876,may,5,6,weekday,,WECClink157-161
36,WECClink157-161,-0.67524618,0.67988903,-0.19374662,-0.11829388,may,6,6,weekday,,WECClink157-161
42,WECClink157-161,-0.67552958,0.6801815,-0.19724633,-0.11455677,may,7,6,weekday,,WECClink157-161
48,WECClink157-161,-0.67493534,0.67956857,-0.18990913,-0.12238867,may,8,6,weekday,,WECClink157-161
54,WECClink157-161,-0.67422045,0.67883287,-0.18108789,-0.13178945,may,9,6,weekday,,WECClink157-161
60,WECClink157-161,-0.67370822,0.67830684,-0.17477111,-0.13851109,may,10,6,weekday,,WECClink157-161
66,WECClink157-161,-0.67351669,0.67811039,-0.17240999999999998,-0.14102136,may,11,6,weekday,,WECClink157-161
72,WECClink157-161,-0.67343067,0.6780222,-0.17134966,-0.14214831,may,12,6,weekday,,WECClink157-161
78,WECClink157-161,-0.67342263,0.67801396,-0.1712506,-0.14225358,may,13,6,weekday,,WECClink157-161
84,WECClink157-161,-0.67349496,0.67808811,-0.17214216,-0.14130606,may,14,6,weekday,,WECClink157-161
90,WECClink157-161,-0.67393555,0.67854017,-0.17757407,-0.13552952,may,15,6,weekday,,WECClink157-161
96,WECClink157-161,-0.67502724,0.67966328,-0.19104354,-0.12117853,may,16,6,weekday,,WECClink157-161
102,WECClink157-161,-0.67617083,0.68084434,-0.20516879,-0.1060872,may,17,6,weekday,,WECClink157-161
108,WECClink157-161,-0.67702116,0.68172559,-0.21568206,-0.094826986,may,18,6,weekday,,WECClink157-161
114,WECClink157-161,-0.67726884,0.68198278,-0.218746,-0.09154084900000001,may,19,6,weekday,,WECClink157-161
120,WECClink157-161,-0.67783539,0.68257192,-0.22575744,-0.08401324199999999,may,20,6,weekday,,WECClink157-161
126,WECClink157-161,-0.67748046,0.6822026999999999,-0.22136452,-0.088730814,may,21,6,weekday,,WECClink157-161
132,WECClink157-161,-0.67638938,0.68107058,-0.20786999999999997,-0.10319635,may,22,6,weekday,,WECClink157-161
138,WECClink157-161,-0.67546285,0.68011261,-0.19642219,-0.11543705,may,23,6,weekday,,WECClink157-161
144,WECClink157-161,-0.67474139,0.6793688,-0.18751534,-0.12494136,may,0,7,weekend,,WECClink157-161
150,WECClink157-161,-0.67464177,0.67926623,-0.18628588,-0.12625196,may,1,7,weekend,,WECClink157-161
156,WECClink157-161,-0.67454215,0.67916371,-0.18505668,-0.12756196,may,2,7,weekend,,WECClink157-161
162,WECClink157-161,-0.67451209,0.67913278,-0.18468578,-0.12795718,may,3,7,weekend,,WECClink157-161
168,WECClink157-161,-0.67465762,0.67928255,-0.18648154,-0.12604341,may,4,7,weekend,,WECClink157-161
174,WECClink157-161,-0.67507803,0.67971564,-0.19167060000000002,-0.12050948,may,5,7,weekend,,WECClink157-161
180,WECClink157-161,-0.67534071,0.67998655,-0.19491386,-0.11704775,may,6,7,weekend,,WECClink157-161
186,WECClink157-161,-0.67561147,0.68026607,-0.19825781,-0.11347619,may,7,7,weekend,,WECClink157-161
192,WECClink157-161,-0.67484421,0.67947468,-0.18878429,-0.12358832,may,8,7,weekend,,WECClink157-161
