,node,voltage_magnitude,voltage_angle,active_power,reactive_power,month,hour_of_day,day_of_month,daytype,timezone
258,WECCbus157,1.0272316,-0.83892085,3.1887444,-0.24928735,may,19,7,weekend,
264,WECCbus157,1.0262102,-0.8549002,3.2770049,-0.24570848,may,20,7,weekend,
270,WECCbus157,1.0267165999999999,-0.84831127,3.2285486,-0.24856461,may,21,7,weekend,
276,WECCbus157,1.0283377,-0.8262825999999999,3.0648447,-0.25652686,may,22,7,weekend,
282,WECCbus157,1.0297071,-0.80633019,2.9176776,-0.26191007,may,23,7,weekend,
0,WECCbus54,0.9935159,-1.7575343999999997,2.8621619,0.57638068,may,0,6,weekday,
6,WECCbus54,1.0160725,-1.7228197,2.3591201,-0.14244095,may,1,6,weekday,
12,WECCbus54,1.0162337,-1.7204361000000001,2.3353082,-0.14350772,may,2,6,weekday,
18,WECCbus54,1.0162934000000001,-1.7195292000000002,2.3258077,-0.14392481,may,3,6,weekday,
24,WECCbus54,1.016147,-1.7221258999999998,2.3426437,-0.14330859,may,4,6,weekday,
30,WECCbus54,1.015711,-1.7295131999999998,2.394403,-0.14118052,may,5,6,weekday,
36,WECCbus54,1.0152921,-1.7358227,2.4504207,-0.13851249,may,6,6,weekday,
42,WECCbus54,1.0150211999999998,-1.74013,2.5103581000000004,-0.13511545,may,7,6,weekday,
48,WECCbus54,1.0161,-1.7232513999999999,2.4520382,-0.13713237,may,8,6,weekday,
54,WECCbus54,1.0170609,-1.7067275000000002,2.3634502,-0.1404125,may,9,6,weekday,
60,WECCbus54,1.0173142,-1.7007028000000002,2.3068836,-0.14270976,may,10,6,weekday,
66,WECCbus54,1.0173687,-1.6986691000000003,2.3015638,-0.14270463,may,11,6,weekday,
72,WECCbus54,1.0173325,-1.6984985000000001,2.3160005,-0.14189099,may,12,6,weekday,
78,WECCbus54,1.0171716,-1.7002631000000001,2.3494897999999997,-0.14028646,may,13,6,weekday,
84,WECCbus54,1.0169242,-1.7036471999999998,2.4053714,-0.13748495,may,14,6,weekday,
90,WECCbus54,1.0163851000000002,-1.7124816999999999,2.5212183999999995,-0.13133507,may,15,6,weekday,
96,WECCbus54,1.0153994,-1.729385,2.7262899,-0.11843629,may,16,6,weekday,
102,WECCbus54,1.014399,-1.7452602,2.9269908,-0.10292112,may,17,6,weekday,
108,WECCbus54,1.0139743,-1.7534255,3.0017464,-0.09668081199999999,may,18,6,weekday,
114,WECCbus54,1.0133243,-1.763321,2.9971901,-0.09795086800000001,may,19,6,weekday,
120,WECCbus54,1.0114726,-1.7882692,2.9925126,-0.10011681,may,20,6,weekday,
126,WECCbus54,1.0116844999999999,-1.7853700000000001,2.9065017999999996,-0.10797478,may,21,6,weekday,
132,WECCbus54,1.0132936,-1.7637153,2.7171312000000003,-0.12229084,may,22,6,weekday,
138,WECCbus54,1.0146290999999998,-1.7445588,2.5521407000000003,-0.13269781,may,23,6,weekday,
144,WECCbus54,1.0157079,-1.7283554,2.4126653,-0.13994351,may,0,7,weekend,
150,WECCbus54,1.0156950999999999,-1.7277966,2.4296287999999997,-0.13882864,may,1,7,weekend,
156,WECCbus54,1.0159094000000002,-1.7247519,2.3946367000000004,-0.14059929999999998,may,2,7,weekend,
162,WECCbus54,1.0160195,-1.7232927,2.3757462000000005,-0.14153915,may,3,7,weekend,
168,WECCbus54,1.0158810999999999,-1.7257702000000001,2.3887384,-0.14107812,may,4,7,weekend,
174,WECCbus54,1.0154673,-1.7329473999999998,2.4324272999999996,-0.13925691,may,5,7,weekend,
180,WECCbus54,1.0149601000000001,-1.7401756999999998,2.5036159,-0.13552957,may,6,7,weekend,
186,WECCbus54,1.0146247,-1.7448883999999998,2.5832029999999997,-0.13056343,may,7,7,weekend,
192,WECCbus54,1.0158757999999999,-1.7251255,2.5122278,-0.13330206,may,8,7,weekend,
198,WECCbus54,1.0168092,-1.7087391,2.4370957000000004,-0.13614222,may,9,7,weekend,
204,WECCbus54,1.0169474,-1.7042553,2.4087671000000004,-0.13725379,may,10,7,weekend,
210,WECCbus54,1.0169156,-1.7034198,2.4221681,-0.13631432,may,11,7,weekend,
216,WECCbus54,1.0167616,-1.7045976999999999,2.4631502,-0.13389657,may,12,7,weekend,
222,WECCbus54,1.0165314,-1.7071961,2.5154616,-0.130828,may,13,7,weekend,
228,WECCbus54,1.0161376,-1.7117646,2.6005728,-0.12549484,may,14,7,weekend,
234,WECCbus54,1.0155246,-1.7209371,2.7257713,-0.11718761,may,15,7,weekend,
240,WECCbus54,1.0145671,-1.7372023,2.9135165,-0.10307835,may,16,7,weekend,
246,WECCbus54,1.0132431999999998,-1.7571603,3.1555202,-0.081265326,may,17,7,weekend,
252,WECCbus54,1.01284,-1.7651818,3.2128813999999997,-0.07574529099999999,may,18,7,weekend,
258,WECCbus54,1.0118866,-1.7793044999999998,3.1724427000000004,-0.081084075,may,19,7,weekend,
264,WECCbus54,1.0100714,-1.8030886000000002,3.1567857000000004,-0.084099164,may,20,7,weekend,
270,WECCbus54,1.0107135,-1.795826,3.0462105999999998,-0.095163981,may,21,7,weekend,
276,WECCbus54,1.012516,-1.7726727,2.8402163,-0.11278037,may,22,7,weekend,
282,WECCbus54,1.0140791999999998,-1.7514113000000002,2.6446941,-0.12671376,may,23,7,weekend,
0,WECCbus57,0.99343964,-1.748537,2.6546991,0.53686136,may,0,6,weekday,
6,WECCbus57,1.0130139999999999,-1.7154835,2.1311707,-0.1822147,may,1,6,weekday,
12,WECCbus57,1.0131574,-1.7131797999999998,2.1148502000000002,-0.18289959,may,2,6,weekday,
18,WECCbus57,1.0132101,-1.7123057000000002,2.1094714,-0.18310415,may,3,6,weekday,
24,WECCbus57,1.0130762,-1.7148539,2.1312036,-0.18214745,may,4,6,weekday,
30,WECCbus57,1.0126791,-1.722087,2.1916926,-0.17933220000000002,may,5,6,weekday,
36,WECCbus57,1.0123033000000001,-1.728215,2.2389012000000004,-0.17707996,may,6,6,weekday,
42,WECCbus57,1.0120776,-1.732288,2.2398995,-0.17741774,may,7,6,weekday,
48,WECCbus57,1.0131031,-1.7154558000000002,2.0121627,-0.18879143,may,8,6,weekday,
54,WECCbus57,1.0139931,-1.6991387999999998,1.8382101000000002,-0.19469151,may,9,6,weekday,
60,WECCbus57,1.0142081,-1.6933273999999998,1.8278762,-0.19434754,may,10,6,weekday,
66,WECCbus57,1.0142594,-1.6913046999999999,1.81493,-0.19457978,may,11,6,weekday,
72,WECCbus57,1.0142335999999998,-1.6910706999999998,1.8057321,-0.19489829,may,12,6,weekday,
78,WECCbus57,1.0140972,-1.6927086999999998,1.81015,-0.19492328,may,13,6,weekday,
84,WECCbus57,1.0138904,-1.6958767,1.8121995,-0.19523099,may,14,6,weekday,
90,WECCbus57,1.0134372,-1.7042683999999997,1.8247744,-0.19581646,may,15,6,weekday,
96,WECCbus57,1.0126123,-1.7203841,1.8462494999999999,-0.19692899,may,16,6,weekday,
102,WECCbus57,1.0117822,-1.7354794999999998,1.8595389999999998,-0.19807082,may,17,6,weekday,
108,WECCbus57,1.0114235,-1.7433638999999999,1.8786726999999999,-0.19806513,may,18,6,weekday,
114,WECCbus57,1.0107798000000001,-1.7534243000000003,2.065071,-0.19004734,may,19,6,weekday,
120,WECCbus57,1.0089473,-1.7787636000000002,2.5396419999999997,-0.15896613,may,20,6,weekday,
126,WECCbus57,1.0090838,-1.77625,2.5964761000000003,-0.15407425,may,21,6,weekday,
132,WECCbus57,1.0105236,-1.7552157,2.4344064,-0.16576361,may,22,6,weekday,
138,WECCbus57,1.0117209999999999,-1.7365943,2.2907777,-0.17448568,may,23,6,weekday,
144,WECCbus57,1.0126897,-1.7208393,2.1678752,-0.18066214,may,0,7,weekend,
150,WECCbus57,1.0126894,-1.7201993000000002,2.1489949,-0.18167769,may,1,7,weekend,
156,WECCbus57,1.0128772,-1.7172782,2.1324889,-0.18232813,may,2,7,weekend,
162,WECCbus57,1.0129731,-1.7158868999999999,2.1251405,-0.18260318,may,3,7,weekend,
168,WECCbus57,1.0128447,-1.7183324,2.1488503,-0.18148526,may,4,7,weekend,
174,WECCbus57,1.0124645,-1.7253888,2.2120202,-0.17839670000000002,may,5,7,weekend,
180,WECCbus57,1.0120129999999998,-1.7323787,2.262579,-0.17593235,may,6,7,weekend,
186,WECCbus57,1.0117393,-1.7367728,2.2543551,-0.17690278,may,7,7,weekend,
192,WECCbus57,1.0129255,-1.7170821,1.9958221,-0.1897013,may,8,7,weekend,
198,WECCbus57,1.0137958,-1.7008443,1.8138537000000001,-0.19577313,may,9,7,weekend,
204,WECCbus57,1.0139151,-1.6964633999999998,1.8027233,-0.19562873,may,10,7,weekend,
210,WECCbus57,1.0138938,-1.6955672999999998,1.7915485,-0.19592507,may,11,7,weekend,
216,WECCbus57,1.0137707,-1.6965776999999997,1.7815282,-0.19639663,may,12,7,weekend,
222,WECCbus57,1.0135804,-1.6989708,1.7798029,-0.19675913,may,13,7,weekend,
228,WECCbus57,1.0132536,-1.7032078000000002,1.7808271,-0.19722792,may,14,7,weekend,
234,WECCbus57,1.0127411,-1.7118991999999997,1.7930959,-0.19784411,may,15,7,weekend,
240,WECCbus57,1.0119417,-1.7274435000000001,1.8165548999999999,-0.1987843,may,16,7,weekend,
246,WECCbus57,1.010839,-1.7464696,1.8478432,-0.19961615,may,17,7,weekend,
252,WECCbus57,1.010491,-1.7542883000000002,1.8807911,-0.19899875,may,18,7,weekend,
258,WECCbus57,1.0095171,-1.7688162,2.1937029999999997,-0.18378261,may,19,7,weekend,
264,WECCbus57,1.0077095999999999,-1.7930218,2.655268,-0.14960228,may,20,7,weekend,
270,WECCbus57,1.0082449,-1.7861929,2.6478347,-0.15002835,may,21,7,weekend,
276,WECCbus57,1.0098538000000001,-1.7637189999999998,2.4732271,-0.16337285,may,22,7,weekend,
282,WECCbus57,1.0112466,-1.7431067,2.3196152999999997,-0.17310663,may,23,7,weekend,
0,WECCbus157,1.0154698,-0.80895408,3.0261449000000002,0.21853686,june,0,3,weekday,
6,WECCbus157,1.0313564,-0.78122738,2.7222021,-0.26695663,june,1,3,weekday,
12,WECCbus157,1.0314748,-0.7789020000000001,2.7097629,-0.26694692,june,2,3,weekday,
18,WECCbus157,1.0315381,-0.77764735,2.7030951,-0.26693562,june,3,3,weekday,
24,WECCbus157,1.0313286,-0.78073566,2.7303987999999997,-0.2662781,june,4,3,weekday,
30,WECCbus157,1.0308610999999999,-0.78775737,2.7888706,-0.26484627,june,5,3,weekday,
36,WECCbus157,1.0304377,-0.79478291,2.8369301,-0.26398858,june,6,3,weekday,
42,WECCbus157,1.0298677,-0.80334893,2.9023315,-0.26205037,june,7,3,weekday,
48,WECCbus157,1.0306652,-0.79104121,2.8105393,-0.26440746,june,8,3,weekday,
54,WECCbus157,1.0318542,-0.7721508,2.6645293999999997,-0.26728016,june,9,3,weekday,
60,WECCbus157,1.0326037000000001,-0.76144215,2.5568154,-0.26953915,june,10,3,weekday,
66,WECCbus157,1.0329241,-0.75693739,2.5074227000000002,-0.27042072,june,11,3,weekday,
72,WECCbus157,1.0330587,-0.75542844,2.4842576000000003,-0.27103623,june,12,3,weekday,
78,WECCbus157,1.0331667,-0.75438966,2.4631529,-0.27149501,june,13,3,weekday,
84,WECCbus157,1.0328578000000002,-0.75987249,2.5057307,-0.27138302,june,14,3,weekday,
90,WECCbus157,1.032051,-0.77287119,2.6173154999999997,-0.27005209,june,15,3,weekday,
96,WECCbus157,1.0304594999999999,-0.79632924,2.823222,-0.26513379,june,16,3,weekday,
102,WECCbus157,1.0295118,-0.81043518,2.9327432,-0.26196806,june,17,3,weekday,
108,WECCbus157,1.028489,-0.82301229,3.0538522999999995,-0.25632498,june,18,3,weekday,
114,WECCbus157,1.0278098,-0.83260089,3.1239676,-0.2533469,june,19,3,weekday,
120,WECCbus157,1.0269411,-0.84775881,3.1953531,-0.25157075,june,20,3,weekday,
126,WECCbus157,1.0272271000000002,-0.84350715,3.1696137,-0.25278644,june,21,3,weekday,
132,WECCbus157,1.0287119,-0.82258599,3.0179376,-0.25931675,june,22,3,weekday,
138,WECCbus157,1.0300091,-0.80308861,2.8772377000000002,-0.26382382,june,23,3,weekday,
144,WECCbus157,1.0310488000000002,-0.78655362,2.7573537999999997,-0.2664817,june,0,5,weekend,
150,WECCbus157,1.0311869,-0.78438824,2.7402957999999997,-0.26682024,june,1,5,weekend,
156,WECCbus157,1.0313434000000001,-0.78150526,2.7231126,-0.26693447,june,2,5,weekend,
162,WECCbus157,1.0313895,-0.78038276,2.7193945999999998,-0.2667889,june,3,5,weekend,
168,WECCbus157,1.0311957,-0.78323465,2.7443621,-0.26616942,june,4,5,weekend,
174,WECCbus157,1.0306898000000002,-0.7906335,2.8077520000000002,-0.26445733,june,5,5,weekend,
180,WECCbus157,1.0302564,-0.79793838,2.8556142,-0.26363572,june,6,5,weekend,
186,WECCbus157,1.0297279000000001,-0.8060792,2.914707,-0.2619834,june,7,5,weekend,
192,WECCbus157,1.0307790000000001,-0.79001881,2.7933447,-0.26523005,june,8,5,weekend,
198,WECCbus157,1.0319657,-0.77116101,2.6455728,-0.26798794,june,9,5,weekend,
204,WECCbus157,1.0326776,-0.76124183,2.540451,-0.27021192,june,10,5,weekend,
210,WECCbus157,1.0329841999999998,-0.75711839,2.4915540000000003,-0.27114083,june,11,5,weekend,
216,WECCbus157,1.0330948,-0.75619625,2.4701532999999998,-0.27179401,june,12,5,weekend,
222,WECCbus157,1.0331375,-0.75640345,2.4585326000000003,-0.27238104,june,13,5,weekend,
228,WECCbus157,1.0330808,-0.75836061,2.4608562000000003,-0.27293474,june,14,5,weekend,
234,WECCbus157,1.0324225,-0.76983325,2.5507966,-0.27256987,june,15,5,weekend,
240,WECCbus157,1.0308686,-0.79334212,2.7576324,-0.26855159,june,16,5,weekend,
246,WECCbus157,1.028856,-0.82106594,2.9984339,-0.26013787,june,17,5,weekend,
252,WECCbus157,1.0277032,-0.8347138000000001,3.1307211,-0.25318505,june,18,5,weekend,
258,WECCbus157,1.0271629999999998,-0.84440257,3.1743634999999997,-0.25231372,june,19,5,weekend,
264,WECCbus157,1.0264403,-0.85672612,3.2324217,-0.25063026,june,20,5,weekend,
270,WECCbus157,1.0267815999999998,-0.85096121,3.2057595,-0.25153941,june,21,5,weekend,
276,WECCbus157,1.02835,-0.82908837,3.0491465,-0.25871888,june,22,5,weekend,
282,WECCbus157,1.0297351000000001,-0.80839744,2.9023047,-0.26372958,june,23,5,weekend,
0,WECCbus54,0.9935159,-1.7575343999999997,2.8621619,0.57638068,june,0,3,weekday,
6,WECCbus54,1.0156338,-1.7275208999999998,2.4602244,-0.1368946,june,1,3,weekday,
12,WECCbus54,1.0159199,-1.7237607,2.4088496,-0.13964807,june,2,3,weekday,
18,WECCbus54,1.0160744000000002,-1.7217168,2.3797599999999997,-0.14113606,june,3,3,weekday,
24,WECCbus54,1.0159747,-1.7237741000000002,2.3849112,-0.14108353,june,4,3,weekday,
30,WECCbus54,1.0156497,-1.7294447,2.420864,-0.13957348,june,5,3,weekday,
36,WECCbus54,1.0150571,-1.7379122999999999,2.5057327999999996,-0.13520352,june,6,3,weekday,
42,WECCbus54,1.0144612,-1.7465304,2.6039809,-0.12932169999999998,june,7,3,weekday,
48,WECCbus54,1.015224,-1.7341453000000002,2.5977356,-0.12863489,june,8,3,weekday,
54,WECCbus54,1.0162636,-1.7162624,2.5461527000000004,-0.13022725,june,9,3,weekday,
60,WECCbus54,1.0163296,-1.7124186999999997,2.5383662,-0.13023411,june,10,3,weekday,
66,WECCbus54,1.0162440000000001,-1.7119349999999998,2.5629014999999997,-0.12846682,june,11,3,weekday,
72,WECCbus54,1.0160309,-1.7136026999999998,2.6150898999999996,-0.12494234,june,12,3,weekday,
78,WECCbus54,1.0157497,-1.7161455,2.6748319,-0.12080795,june,13,3,weekday,
84,WECCbus54,1.0153615,-1.7215615000000002,2.7553479,-0.11509712,june,14,3,weekday,
90,WECCbus54,1.0147257,-1.7314736000000002,2.8798357000000006,-0.10570425,june,15,3,weekday,
96,WECCbus54,1.0136449,-1.7481571,3.0841747,-0.088081511,june,16,3,weekday,
102,WECCbus54,1.0124834999999999,-1.7621628,3.2983078999999997,-0.06611112200000001,june,17,3,weekday,
108,WECCbus54,1.0122271,-1.7680947,3.3308055,-0.062811409,june,18,3,weekday,
114,WECCbus54,1.0117117,-1.7778401000000001,3.2803157,-0.069267485,june,19,3,weekday,
120,WECCbus54,1.00977,-1.8034081999999998,3.2371007,-0.075421009,june,20,3,weekday,
126,WECCbus54,1.0103829,-1.7971608000000001,3.129236,-0.086827524,june,21,3,weekday,
132,WECCbus54,1.0122311,-1.7741058999999997,2.9124182999999997,-0.10643630000000001,june,22,3,weekday,
138,WECCbus54,1.0138575,-1.7524921999999998,2.711513,-0.12168148,june,23,3,weekday,
144,WECCbus54,1.0151426,-1.734323,2.5384533,-0.13251562,june,0,5,weekend,
150,WECCbus54,1.0152639,-1.7323353,2.5283271000000003,-0.13296173,june,1,5,weekend,
156,WECCbus54,1.0155815000000001,-1.7281386000000003,2.4720327999999996,-0.13619995,june,2,5,weekend,
162,WECCbus54,1.0157798,-1.725701,2.4340802000000004,-0.13831677,june,3,5,weekend,
168,WECCbus54,1.0156849000000001,-1.7276474,2.43508,-0.13848471,june,4,5,weekend,
174,WECCbus54,1.0153805,-1.7331564,2.4667468999999995,-0.13710039999999998,june,5,5,weekend,
180,WECCbus54,1.0146982,-1.7425389,2.5669187,-0.1314731,june,6,5,weekend,
186,WECCbus54,1.0140356,-1.7515706000000002,2.6785031000000004,-0.12418582,june,7,5,weekend,
192,WECCbus54,1.0150215,-1.7357218999999997,2.6511807000000003,-0.12467356,june,8,5,weekend,
198,WECCbus54,1.0159945,-1.7184595,2.6218636,-0.12493566,june,9,5,weekend,
204,WECCbus54,1.015916,-1.7163513,2.6424103,-0.12311334,june,10,5,weekend,
210,WECCbus54,1.0157279000000001,-1.7169379,2.6901159,-0.1195421,june,11,5,weekend,
216,WECCbus54,1.0153828,-1.7199672,2.7685546000000003,-0.1136202,june,12,5,weekend,
222,WECCbus54,1.0149869,-1.7238139,2.8507362,-0.10708025,june,13,5,weekend,
228,WECCbus54,1.0144719000000002,-1.7292734,2.9494409,-0.098744529,june,14,5,weekend,
234,WECCbus54,1.0136189,-1.7403862,3.1086638,-0.084316214,june,15,5,weekend,
240,WECCbus54,1.0124906999999999,-1.756978,3.3076802000000005,-0.064206878,june,16,5,weekend,
246,WECCbus54,1.010928,-1.7774968,3.5769933,-0.03248601,june,17,5,weekend,
252,WECCbus54,1.0107294,-1.7835593999999997,3.580196,-0.032414184,june,18,5,weekend,
258,WECCbus54,1.0096698,-1.8000758000000001,3.4872864000000003,-0.045196029000000006,june,19,5,weekend,
264,WECCbus54,1.0080257,-1.8208481,3.429347,-0.053147674000000006,june,20,5,weekend,
270,WECCbus54,1.0090951,-1.8103200000000002,3.2993697999999996,-0.068473111,june,21,5,weekend,
276,WECCbus54,1.011174,-1.7856453,3.0659718,-0.092455375,june,22,5,weekend,
282,WECCbus54,1.0130379999999999,-1.7620061999999999,2.8422174,-0.11170081,june,23,5,weekend,
0,WECCbus57,0.99343964,-1.748537,2.6546991,0.53686136,june,0,3,weekday,
6,WECCbus57,1.012651,-1.719786,2.1259016,-0.182975,june,1,3,weekday,
12,WECCbus57,1.0128979,-1.7162142,2.1104426,-0.18347082,june,2,3,weekday,
18,WECCbus57,1.0130306,-1.7142781000000002,2.1032692,-0.18366562,june,3,3,weekday,
24,WECCbus57,1.0129350000000001,-1.7163334,2.1261919,-0.18258624,june,4,3,weekday,
30,WECCbus57,1.0126376,-1.7219016,2.1743907000000005,-0.18035428,june,5,3,weekday,
36,WECCbus57,1.012111,-1.7300834999999999,2.2324346,-0.17767172,june,6,3,weekday,
42,WECCbus57,1.0115931,-1.7383467000000001,2.2709177000000005,-0.17593827,june,7,3,weekday,
48,WECCbus57,1.0123429,-1.7258266,2.0699843999999996,-0.18688754,june,8,3,weekday,
54,WECCbus57,1.013333,-1.7079574,1.8333674,-0.19597936,june,9,3,weekday,
60,WECCbus57,1.013395,-1.7041324,1.8168313999999999,-0.19614106,june,10,3,weekday,
66,WECCbus57,1.0133292999999999,-1.7035445,1.805333,-0.19649276,june,11,3,weekday,
72,WECCbus57,1.0131578,-1.7050004,1.7951452,-0.19705168,june,12,3,weekday,
78,WECCbus57,1.0129254,-1.7073089,1.7937653999999998,-0.19736123,june,13,3,weekday,
84,WECCbus57,1.0126035,-1.7124118000000002,1.7972037,-0.19783670000000003,june,14,3,weekday,
90,WECCbus57,1.0120728,-1.7218452000000002,1.8113514,-0.19843447,june,15,3,weekday,
96,WECCbus57,1.0111748,-1.7377384999999999,1.8326296000000002,-0.19942523,june,16,3,weekday,
102,WECCbus57,1.0102209999999998,-1.7509006,1.8378708,-0.20058567,june,17,3,weekday,
108,WECCbus57,1.0099969000000002,-1.756723,1.8646827000000001,-0.19999107,june,18,3,weekday,
114,WECCbus57,1.0094434,-1.7668374,2.0816312,-0.19031414,june,19,3,weekday,
120,WECCbus57,1.0074877,-1.7929932000000002,2.6167605,-0.15310314,june,20,3,weekday,
126,WECCbus57,1.0079936999999999,-1.7871742,2.6158629,-0.15297128,june,21,3,weekday,
132,WECCbus57,1.0096334,-1.7648487000000002,2.4487175,-0.16536486,june,22,3,weekday,
138,WECCbus57,1.01108,-1.7439023999999999,2.2902438,-0.17517435,june,23,3,weekday,
144,WECCbus57,1.0122212,-1.7263119999999998,2.1635005,-0.18148312,june,0,5,weekend,
150,WECCbus57,1.0123341000000001,-1.7243471000000001,2.1422356,-0.18250188,june,1,5,weekend,
156,WECCbus57,1.0126078,-1.7203572,2.1254106,-0.18305361,june,2,5,weekend,
162,WECCbus57,1.012777,-1.7180620999999998,2.1182043999999998,-0.183227,june,3,5,weekend,
168,WECCbus57,1.0126834,-1.7200254000000001,2.1444922,-0.18190871,june,4,5,weekend,
174,WECCbus57,1.0124036,-1.7254476000000003,2.1916167,-0.17965774,june,5,5,weekend,
180,WECCbus57,1.0118009,-1.7344861,2.2521814,-0.17680165,june,6,5,weekend,
186,WECCbus57,1.0112294,-1.7431081999999998,2.2881232000000002,-0.17522356,june,7,5,weekend,
192,WECCbus57,1.0121843000000001,-1.7271811000000001,2.0536493,-0.18783937,june,8,5,weekend,
198,WECCbus57,1.0131238,-1.7098378,1.8068568,-0.19715629999999998,june,9,5,weekend,
204,WECCbus57,1.0130641,-1.7076406000000002,1.7941823000000001,-0.19734171,june,10,5,weekend,
210,WECCbus57,1.0129155,-1.7080296999999998,1.7796452,-0.1979195,june,11,5,weekend,
216,WECCbus57,1.012636,-1.7107433,1.7685767,-0.19862237,june,12,5,weekend,
222,WECCbus57,1.012311,-1.7142654,1.7654288,-0.19914402,june,13,5,weekend,
228,WECCbus57,1.011884,-1.7193415,1.7708165,-0.19951698,june,14,5,weekend,
234,WECCbus57,1.0111771,-1.7298363999999997,1.7839618000000002,-0.20023926,june,15,5,weekend,
240,WECCbus57,1.010241,-1.7456585999999998,1.8093341,-0.20100343,june,16,5,weekend,
246,WECCbus57,1.0089587,-1.7651165,1.8254118000000001,-0.20238616,june,17,5,weekend,
252,WECCbus57,1.0087651,-1.771207,1.8801708,-0.20058989,june,18,5,weekend,
258,WECCbus57,1.0076323,-1.7884133000000002,2.2932342999999995,-0.17869245,june,19,5,weekend,
264,WECCbus57,1.0059514999999999,-1.8097710999999999,2.7537768,-0.14091895,june,20,5,weekend,
270,WECCbus57,1.0068806000000001,-1.7997119,2.6879023999999996,-0.14695785,june,21,5,weekend,
276,WECCbus57,1.0087214,-1.7758258000000002,2.5063995,-0.16151666,june,22,5,weekend,
282,WECCbus57,1.0103746,-1.752936,2.3329504,-0.17300102,june,23,5,weekend,
0,WECCbus157,1.0154698,-0.80895408,3.0261449000000002,0.21853686,july,0,1,weekday,
6,WECCbus157,1.0312602,-0.78491265,2.7228874,-0.26813879,july,1,1,weekday,
12,WECCbus157,1.0314049,-0.78195108,2.7083936,-0.26804183,july,2,1,weekday,
18,WECCbus157,1.0314748,-0.78037143,2.7021091,-0.26789796,july,3,1,weekday,
24,WECCbus157,1.0312838,-0.78296513,2.7280827999999997,-0.2671579,july,4,1,weekday,
30,WECCbus157,1.0307313,-0.79120765,2.7970862000000003,-0.26543205,july,5,1,weekday,
36,WECCbus157,1.030339,-0.79827164,2.8384764,-0.26501636,july,6,1,weekday,
42,WECCbus157,1.0297781,-0.80635864,2.9042098,-0.26289177,july,7,1,weekday,
48,WECCbus157,1.0306427,-0.79334788,2.8033935000000003,-0.26566106,july,8,1,weekday,
54,WECCbus157,1.031662,-0.77741604,2.6777689,-0.26827863,july,9,1,weekday,
60,WECCbus157,1.032435,-0.76614489,2.5694142,-0.27049738,july,10,1,weekday,
66,WECCbus157,1.0328365,-0.76053264,2.507832,-0.27163088,july,11,1,weekday,
72,WECCbus157,1.0330390999999999,-0.75820038,2.4730442000000004,-0.27249414,july,12,1,weekday,
78,WECCbus157,1.0330698,-0.75871075,2.4616732999999997,-0.27304597,july,13,1,weekday,
84,WECCbus157,1.0328495999999998,-0.76315866,2.4888279,-0.27331032,july,14,1,weekday,
90,WECCbus157,1.0320175,-0.77675658,2.6032433,-0.27211245,july,15,1,weekday,
96,WECCbus157,1.0304308,-0.79996709,2.8102088,-0.26721178,july,16,1,weekday,
102,WECCbus157,1.0294111,-0.8152181,2.9274678,-0.26390677,july,17,1,weekday,
108,WECCbus157,1.0283414,-0.82846122,3.0532307,-0.25810109,july,18,1,weekday,
114,WECCbus157,1.027348,-0.84743196,3.1302409,-0.25745706,july,19,1,weekday,
120,WECCbus157,1.0266519,-0.85559288,3.2048229999999998,-0.25310346,july,20,1,weekday,
126,WECCbus157,1.0269977,-0.8498627000000001,3.1768544,-0.25408733,july,21,1,weekday,
132,WECCbus157,1.0285225,-0.82846785,3.0225395,-0.26082109,july,22,1,weekday,
138,WECCbus157,1.0298745999999999,-0.80824891,2.8769015,-0.26555472,july,23,1,weekday,
144,WECCbus157,1.0309042,-0.79155888,2.7610113,-0.26795846,july,0,3,weekend,
150,WECCbus157,1.0310706,-0.78859635,2.7422066000000003,-0.26809651,july,1,3,weekend,
156,WECCbus157,1.0312492,-0.78508148,2.7239345,-0.26807374,july,2,3,weekend,
162,WECCbus157,1.0313177,-0.78346491,2.7182429,-0.26788742,july,3,3,weekend,
168,WECCbus157,1.0311297,-0.78602536,2.7434426,-0.26715403,july,4,3,weekend,
174,WECCbus157,1.0305369,-0.79469264,2.8172744,-0.26515441,july,5,3,weekend,
180,WECCbus157,1.0301531,-0.80102574,2.8598904,-0.26433553,july,6,3,weekend,
186,WECCbus157,1.0296084,-0.80938057,2.9205734,-0.26261758,july,7,3,weekend,
192,WECCbus157,1.0307062,-0.79279144,2.7936707999999997,-0.26612214,july,8,3,weekend,
198,WECCbus157,1.0317215,-0.77687318,2.6677665,-0.26864254,july,9,3,weekend,
204,WECCbus157,1.0324940999999999,-0.76567005,2.5580715,-0.27083706,july,10,3,weekend,
210,WECCbus157,1.0328627000000001,-0.76062544,2.5005109,-0.27192315,july,11,3,weekend,
216,WECCbus157,1.0330323000000001,-0.75861003,2.4713173999999998,-0.27256809,july,12,3,weekend,
222,WECCbus157,1.0330373,-0.75941107,2.4654141,-0.27310663,july,13,3,weekend,
228,WECCbus157,1.0328572,-0.76331803,2.4860373,-0.27348876,july,14,3,weekend,
234,WECCbus157,1.032235,-0.77404518,2.5698132,-0.2730196,july,15,3,weekend,
240,WECCbus157,1.0306777,-0.79755105,2.7739432999999996,-0.26887071,july,16,3,weekend,
246,WECCbus157,1.028586,-0.82611876,3.0212789,-0.25986529999999997,july,17,3,weekend,
252,WECCbus157,1.0273141,-0.84327191,3.1545958,-0.25369491,july,18,3,weekend,
