,node,voltage_magnitude,voltage_angle,active_power,reactive_power,month,hour_of_day,day_of_month,daytype,timezone
264,WECCbus157,1.0256425,-0.85924667,3.3444154000000004,-0.24029433,march,20,5,weekend,
270,WECCbus157,1.026091,-0.85357047,3.3023085,-0.24298685,march,21,5,weekend,
276,WECCbus157,1.0273463,-0.83744345,3.1784682,-0.25009604,march,22,5,weekend,
282,WECCbus157,1.028861,-0.81689776,3.0191292,-0.25742579,march,23,5,weekend,
0,WECCbus54,0.9935159,-1.7575343999999997,2.8621619,0.57638068,march,0,4,weekday,
6,WECCbus54,1.0159748,-1.724921,2.3615914,-0.1425319,march,1,4,weekday,
12,WECCbus54,1.0162023999999998,-1.7212107,2.3329657999999998,-0.14371617,march,2,4,weekday,
18,WECCbus54,1.0163069,-1.7195977999999998,2.3205953,-0.14421527,march,3,4,weekday,
24,WECCbus54,1.0161949000000001,-1.7213644000000001,2.3341787999999997,-0.14368404,march,4,4,weekday,
30,WECCbus54,1.0158573,-1.726982,2.3766613,-0.14194920000000003,march,5,4,weekday,
36,WECCbus54,1.0152779,-1.736435,2.4473215,-0.1388044,march,6,4,weekday,
42,WECCbus54,1.0150375,-1.7404235000000001,2.4747508999999996,-0.13748078,march,7,4,weekday,
48,WECCbus54,1.0158672,-1.7275782,2.4555374,-0.13732877,march,8,4,weekday,
54,WECCbus54,1.0170705,-1.7074697,2.3503093999999995,-0.14117793,march,9,4,weekday,
60,WECCbus54,1.0175733,-1.6972839,2.245924,-0.14533585,march,10,4,weekday,
66,WECCbus54,1.0177232,-1.6941061999999998,2.2145121,-0.14641158,march,11,4,weekday,
72,WECCbus54,1.0178189,-1.6923781999999998,2.1986559,-0.1469033,march,12,4,weekday,
78,WECCbus54,1.0177730999999999,-1.6929269,2.2090297000000003,-0.1465118,march,13,4,weekday,
84,WECCbus54,1.0176367,-1.6947427,2.2381748,-0.14536867,march,14,4,weekday,
90,WECCbus54,1.0173914000000002,-1.6994528000000002,2.2929218,-0.14325248,march,15,4,weekday,
96,WECCbus54,1.0167667999999999,-1.7118131,2.4309388,-0.13708297,march,16,4,weekday,
102,WECCbus54,1.0149393,-1.7399962,2.6029879,-0.12876179999999998,march,17,4,weekday,
108,WECCbus54,1.0149157,-1.7441221999999998,2.8024524,-0.11380810000000001,march,18,4,weekday,
114,WECCbus54,1.0142421,-1.7555223000000002,2.8904117,-0.10732095,march,19,4,weekday,
120,WECCbus54,1.0125405,-1.7781023999999999,2.8936567,-0.10873573,march,20,4,weekday,
126,WECCbus54,1.0118741,-1.7852310000000002,2.8363477,-0.11423752,march,21,4,weekday,
132,WECCbus54,1.0129852,-1.7699093000000001,2.7140887000000005,-0.12310068,march,22,4,weekday,
138,WECCbus54,1.0142639999999998,-1.7513496,2.5692828,-0.13216214,march,23,4,weekday,
144,WECCbus54,1.0152596,-1.7362125,2.4505662,-0.13845183,march,0,5,weekend,
150,WECCbus54,1.0158175999999999,-1.7274292000000002,2.3817955,-0.14164416,march,1,5,weekend,
156,WECCbus54,1.0160803,-1.7232749,2.3484406000000004,-0.14309066,march,2,5,weekend,
162,WECCbus54,1.0161753,-1.7216931,2.3364837000000005,-0.14357618,march,3,5,weekend,
168,WECCbus54,1.0160883,-1.7232153000000001,2.3462297000000003,-0.14322054,march,4,5,weekend,
174,WECCbus54,1.0157388,-1.7288931,2.3895212000000003,-0.1414051,march,5,5,weekend,
180,WECCbus54,1.0151214,-1.7388290000000002,2.4632007000000002,-0.13803274,march,6,5,weekend,
186,WECCbus54,1.0148968,-1.7426471999999997,2.4927685,-0.13650677,march,7,5,weekend,
192,WECCbus54,1.015834,-1.727772,2.463357,-0.13672097,march,8,5,weekend,
198,WECCbus54,1.0171302,-1.7059988999999998,2.3523709999999998,-0.14071569,march,9,5,weekend,
204,WECCbus54,1.0176034,-1.6960977,2.2535717999999996,-0.14464231,march,10,5,weekend,
210,WECCbus54,1.0177459999999998,-1.6934816000000001,2.2251818,-0.14567739,march,11,5,weekend,
216,WECCbus54,1.0178194,-1.6920698,2.2143472,-0.14597701,march,12,5,weekend,
222,WECCbus54,1.0177683000000002,-1.6925442,2.2297787999999996,-0.14530829,march,13,5,weekend,
228,WECCbus54,1.0176291,-1.6943898000000002,2.2584904,-0.14413979999999998,march,14,5,weekend,
234,WECCbus54,1.0173587,-1.6981101000000003,2.3161819,-0.14164853,march,15,5,weekend,
240,WECCbus54,1.0167370999999998,-1.7104115000000002,2.4531273,-0.13533201,march,16,5,weekend,
246,WECCbus54,1.0157676,-1.7289997,2.6532287,-0.12387119,march,17,5,weekend,
252,WECCbus54,1.0145484,-1.7499154,2.8566222999999997,-0.10960767,march,18,5,weekend,
258,WECCbus54,1.0133578,-1.7675077000000001,2.9434953,-0.1033365,march,19,5,weekend,
264,WECCbus54,1.0108963,-1.797739,2.939044,-0.10574208,march,20,5,weekend,
270,WECCbus54,1.0113681,-1.791771,2.8886928,-0.10996946,march,21,5,weekend,
276,WECCbus54,1.0125483,-1.7759488,2.7621245,-0.11968987,march,22,5,weekend,
282,WECCbus54,1.0139358,-1.7562138999999999,2.6059657000000005,-0.13001723,march,23,5,weekend,
0,WECCbus57,0.99343964,-1.748537,2.6546991,0.53686136,march,0,4,weekday,
6,WECCbus57,1.0129185,-1.7175953999999998,2.1568247000000005,-0.18096981,march,1,4,weekday,
12,WECCbus57,1.0131246999999999,-1.7139732,2.1270862,-0.18229716,march,2,4,weekday,
18,WECCbus57,1.0132199,-1.7123968999999997,2.1125502,-0.18294867,march,3,4,weekday,
24,WECCbus57,1.013118,-1.7141228,2.1278846000000002,-0.18226704,march,4,4,weekday,
30,WECCbus57,1.0128120999999999,-1.7196096,2.1720493999999997,-0.18026806,march,5,4,weekday,
36,WECCbus57,1.0122866,-1.7288459999999999,2.2473779,-0.17658126,march,6,4,weekday,
42,WECCbus57,1.0120677,-1.7327526999999998,2.2798281000000005,-0.17484981,march,7,4,weekday,
48,WECCbus57,1.0128753000000001,-1.7198191999999999,2.0752304,-0.18596173,march,8,4,weekday,
54,WECCbus57,1.0139935,-1.6999444,1.8538862,-0.19414943,march,9,4,weekday,
60,WECCbus57,1.0144247,-1.6901448000000001,1.8268266,-0.19396858,march,10,4,weekday,
66,WECCbus57,1.0145539000000001,-1.6870825,1.8177953000000002,-0.19391678,march,11,4,weekday,
72,WECCbus57,1.0146388000000002,-1.6854078999999997,1.8074164000000001,-0.19409321,march,12,4,weekday,
78,WECCbus57,1.0146001,-1.6859169999999999,1.8082561999999998,-0.19412421,march,13,4,weekday,
84,WECCbus57,1.0144838,-1.6876234,1.8130131999999999,-0.19414925,march,14,4,weekday,
90,WECCbus57,1.0142754,-1.6921269,1.8217127,-0.19440793,march,15,4,weekday,
96,WECCbus57,1.0137474,-1.7039631999999998,1.8414183000000002,-0.19517122,march,16,4,weekday,
102,WECCbus57,1.0120648,-1.7317156999999999,2.1448625,-0.18327420000000003,march,17,4,weekday,
108,WECCbus57,1.0121882,-1.7348598999999998,1.8988279,-0.19631011,march,18,4,weekday,
114,WECCbus57,1.0115926,-1.7459705,1.9716307000000002,-0.19413681,march,19,4,weekday,
120,WECCbus57,1.0099171999999998,-1.7688856,2.4113624,-0.16879988,march,20,4,weekday,
126,WECCbus57,1.0092111,-1.7764224999999998,2.6412095,-0.1501922,march,21,4,weekday,
132,WECCbus57,1.0102141,-1.7614875,2.5188783,-0.15962204,march,22,4,weekday,
138,WECCbus57,1.011371,-1.743379,2.3686611,-0.16969447,march,23,4,weekday,
144,WECCbus57,1.0122716,-1.7286107,2.2469224,-0.17657983,march,0,5,weekend,
150,WECCbus57,1.0127766,-1.7200402,2.1763263,-0.18006056,march,1,5,weekend,
156,WECCbus57,1.0130141,-1.7159898,2.1431107000000003,-0.18158881,march,2,5,weekend,
162,WECCbus57,1.0131002,-1.7144446,2.130607,-0.18214086,march,3,5,weekend,
168,WECCbus57,1.0130205,-1.7159392,2.1436905,-0.18154184,march,4,5,weekend,
174,WECCbus57,1.0127035,-1.7214843,2.1894717,-0.1793939,march,5,5,weekend,
180,WECCbus57,1.0121429,-1.7311961999999999,2.2703685,-0.17528396,march,6,5,weekend,
186,WECCbus57,1.0119413000000002,-1.7349185,2.2957683999999996,-0.17398051,march,7,5,weekend,
192,WECCbus57,1.0128485999999999,-1.7199811,2.0734879,-0.18600260000000002,march,8,5,weekend,
198,WECCbus57,1.0140547,-1.6984473999999998,1.8310702,-0.19477239,march,9,5,weekend,
204,WECCbus57,1.0144603,-1.6889119,1.8054294999999998,-0.19455193,march,10,5,weekend,
210,WECCbus57,1.0145836,-1.6863988999999997,1.7961371,-0.19457594,march,11,5,weekend,
216,WECCbus57,1.0146495999999998,-1.6850213,1.7862158,-0.19475392,march,12,5,weekend,
222,WECCbus57,1.0146089,-1.6854323,1.7818939999999999,-0.19495705,march,13,5,weekend,
228,WECCbus57,1.0144898,-1.6871711999999999,1.7878164,-0.19494934,march,14,5,weekend,
234,WECCbus57,1.01426,-1.6906741000000003,1.79653,-0.19507320000000003,march,15,5,weekend,
240,WECCbus57,1.0137352,-1.7024554,1.8159014999999998,-0.19585876,march,16,5,weekend,
246,WECCbus57,1.0129176,-1.7202845000000002,1.8484889,-0.19674519,march,17,5,weekend,
252,WECCbus57,1.0118689,-1.7404636000000002,1.9290237000000001,-0.19550228,march,18,5,weekend,
258,WECCbus57,1.0107653,-1.7578779999999998,2.1376758,-0.18635794,march,19,5,weekend,
264,WECCbus57,1.0083288000000001,-1.7886046999999998,2.7446109,-0.14114960000000001,march,20,5,weekend,
270,WECCbus57,1.0087536,-1.7827986,2.6964386,-0.14543419,march,21,5,weekend,
276,WECCbus57,1.0098193000000002,-1.7673761000000001,2.5679296000000003,-0.1559279,march,22,5,weekend,
282,WECCbus57,1.0110731,-1.7481313000000003,2.4093252,-0.16710971,march,23,5,weekend,
0,WECCbus157,1.0154698,-0.80895408,3.0261449000000002,0.21853686,april,0,1,weekday,
6,WECCbus157,1.0313205,-0.78033778,2.7338737,-0.26589201,april,1,1,weekday,
12,WECCbus157,1.0314253,-0.7785669,2.7215119999999997,-0.26608484,april,2,1,weekday,
18,WECCbus157,1.0314497999999999,-0.7781477,2.7186192000000005,-0.26612227,april,3,1,weekday,
24,WECCbus157,1.0312546999999999,-0.7812186,2.7428491000000004,-0.26563077,april,4,1,weekday,
30,WECCbus157,1.0306488,-0.79060124,2.8161554,-0.2639218,april,5,1,weekday,
36,WECCbus157,1.0299861,-0.80020634,2.8956926,-0.26153138,april,6,1,weekday,
42,WECCbus157,1.0297349,-0.80402719,2.9235984,-0.26068901,april,7,1,weekday,
48,WECCbus157,1.0309293,-0.78490349,2.7891787,-0.26380205,april,8,1,weekday,
54,WECCbus157,1.0321626,-0.76534442,2.6336879,-0.26672276,april,9,1,weekday,
60,WECCbus157,1.0328771,-0.75428041,2.5328473,-0.26826103,april,10,1,weekday,
66,WECCbus157,1.033104,-0.75068415,2.4993729,-0.26861643,april,11,1,weekday,
72,WECCbus157,1.0332253,-0.74862862,2.4818318,-0.26871255,april,12,1,weekday,
78,WECCbus157,1.0332,-0.74927546,2.4842623,-0.26882078,april,13,1,weekday,
84,WECCbus157,1.0331846,-0.74981084,2.4849174,-0.26896454,april,14,1,weekday,
90,WECCbus157,1.0326367,-0.75899327,2.5620634,-0.26835594,april,15,1,weekday,
96,WECCbus157,1.0311744,-0.78122936,2.7580744,-0.26450599,april,16,1,weekday,
102,WECCbus157,1.0295184000000002,-0.80825628,2.9422842,-0.26055215,april,17,1,weekday,
108,WECCbus157,1.0282136999999998,-0.82082128,3.1107301,-0.25077368,april,18,1,weekday,
114,WECCbus157,1.0274275,-0.83084217,3.1944151,-0.24640168,april,19,1,weekday,
120,WECCbus157,1.0265642,-0.84481849,3.2683912999999998,-0.24365938,april,20,1,weekday,
126,WECCbus157,1.0271767,-0.84015493,3.1933423,-0.24954501,april,21,1,weekday,
132,WECCbus157,1.0287496999999999,-0.81877859,3.0295384,-0.25714971,april,22,1,weekday,
138,WECCbus157,1.0300361999999998,-0.80018983,2.8864210999999997,-0.26220767,april,23,1,weekday,
144,WECCbus157,1.0310299,-0.78494547,2.7692891,-0.26517338,april,0,3,weekend,
150,WECCbus157,1.0311086,-0.78371082,2.7595322999999996,-0.26536055,april,1,3,weekend,
156,WECCbus157,1.0312556,-0.78131983,2.7419461,-0.26568482,april,2,3,weekend,
162,WECCbus157,1.0313181999999999,-0.78030239,2.7343787,-0.26582379,april,3,3,weekend,
168,WECCbus157,1.0310869,-0.78382252,2.7632925999999998,-0.26514623,april,4,3,weekend,
174,WECCbus157,1.0304751,-0.79325864,2.8364152999999996,-0.26336442,april,5,3,weekend,
180,WECCbus157,1.0297754000000001,-0.80327451,2.9196984,-0.26071796,april,6,3,weekend,
186,WECCbus157,1.029584,-0.80631688,2.9400385,-0.26015977,april,7,3,weekend,
192,WECCbus157,1.0309646000000001,-0.78445478,2.7842862999999998,-0.26395057,april,8,3,weekend,
198,WECCbus157,1.0322326,-0.76423381,2.6238716,-0.26682405,april,9,3,weekend,
204,WECCbus157,1.0329525,-0.75310667,2.5211246,-0.26833477,april,10,3,weekend,
210,WECCbus157,1.0331209000000001,-0.75048542,2.4958818,-0.2686243,april,11,3,weekend,
216,WECCbus157,1.033221,-0.74892736,2.4806839,-0.26878946,april,12,3,weekend,
222,WECCbus157,1.0332215,-0.74923471,2.4787717999999996,-0.26897141,april,13,3,weekend,
228,WECCbus157,1.033209,-0.74988913,2.4780151000000004,-0.2692147,april,14,3,weekend,
234,WECCbus157,1.0328674,-0.75628456,2.5233312000000003,-0.26928311,april,15,3,weekend,
240,WECCbus157,1.0312761000000001,-0.78072029,2.7399521,-0.26546583,april,16,3,weekend,
246,WECCbus157,1.0288688,-0.81337953,3.0326758,-0.25487391,april,17,3,weekend,
252,WECCbus157,1.0274292,-0.83104893,3.1921892999999995,-0.24644519,april,18,3,weekend,
258,WECCbus157,1.0268109,-0.8411093000000001,3.2455799,-0.24454484,april,19,3,weekend,
264,WECCbus157,1.0258658999999999,-0.85747428,3.3182428,-0.24236303,april,20,3,weekend,
270,WECCbus157,1.0266241,-0.84768976,3.2459789,-0.24669239,april,21,3,weekend,
276,WECCbus157,1.028216,-0.82638069,3.0853517999999998,-0.25485543,april,22,3,weekend,
282,WECCbus157,1.0296298000000002,-0.80626969,2.9322,-0.26079908,april,23,3,weekend,
0,WECCbus54,0.9935159,-1.7575343999999997,2.8621619,0.57638068,april,0,1,weekday,
6,WECCbus54,1.0161665000000002,-1.7215976999999998,2.3402613999999997,-0.14335969,april,1,1,weekday,
12,WECCbus54,1.0163028,-1.7195378000000001,2.3219272,-0.1441384,april,2,1,weekday,
18,WECCbus54,1.0163362,-1.7190391999999999,2.3168295,-0.14435694,april,3,1,weekday,
24,WECCbus54,1.0161653,-1.7218754,2.3384332999999997,-0.14351366,april,4,1,weekday,
30,WECCbus54,1.0156177,-1.7307278999999998,2.405622,-0.14066531,april,5,1,weekday,
36,WECCbus54,1.01515,-1.7386206000000002,2.4621205,-0.1380934,april,6,1,weekday,
42,WECCbus54,1.0148556999999998,-1.7427991000000003,2.5115091,-0.13531403,april,7,1,weekday,
48,WECCbus54,1.0162527,-1.7212371,2.4279132000000003,-0.13836399,april,8,1,weekday,
54,WECCbus54,1.0172645,-1.7035763,2.3154625,-0.14262318,april,9,1,weekday,
60,WECCbus54,1.0175836999999999,-1.6967531999999999,2.2440947999999996,-0.14537826,april,10,1,weekday,
66,WECCbus54,1.0176653,-1.694741,2.2287244,-0.14583922,april,11,1,weekday,
72,WECCbus54,1.0177427,-1.6931883,2.2179048999999997,-0.1461301,april,12,1,weekday,
78,WECCbus54,1.0176475,-1.6945047,2.2369286,-0.14540456,april,13,1,weekday,
84,WECCbus54,1.0175314,-1.6959781999999999,2.2644601000000004,-0.14421742,april,14,1,weekday,
90,WECCbus54,1.0171109,-1.7033941000000004,2.3567911,-0.14030035,april,15,1,weekday,
96,WECCbus54,1.0162613,-1.7189297,2.5409688,-0.13085145,april,16,1,weekday,
102,WECCbus54,1.0140816,-1.7511531999999999,2.7362515,-0.11969051,april,17,1,weekday,
108,WECCbus54,1.0147215,-1.7455943999999999,2.8461385,-0.11018218,april,18,1,weekday,
114,WECCbus54,1.0142242,-1.7536512,2.907464,-0.1055781,april,19,1,weekday,
120,WECCbus54,1.0126973,-1.7752001,2.9115588,-0.10687811,april,20,1,weekday,
126,WECCbus54,1.0121797,-1.7802366000000003,2.8172533,-0.11549489999999998,april,21,1,weekday,
132,WECCbus54,1.0136938,-1.7591689,2.6461598,-0.12735648,april,22,1,weekday,
138,WECCbus54,1.0149228000000001,-1.7410276000000002,2.4980233,-0.1359681,april,23,1,weekday,
144,WECCbus54,1.015884,-1.7261074,2.3777312000000004,-0.14175351,april,0,3,weekend,
150,WECCbus54,1.0159505,-1.7249835,2.3720060000000003,-0.14194534,april,1,3,weekend,
156,WECCbus54,1.0161167,-1.7224313000000002,2.3487501,-0.14298242,april,2,3,weekend,
162,WECCbus54,1.0161855,-1.7213653999999998,2.338649,-0.14342653,april,3,3,weekend,
168,WECCbus54,1.0160155999999998,-1.7243127,2.3580686,-0.14268665,april,4,3,weekend,
174,WECCbus54,1.0154469000000002,-1.7333703999999999,2.4266761000000003,-0.13967183,april,5,3,weekend,
180,WECCbus54,1.0149633,-1.7415093999999998,2.4841849,-0.1369595,april,6,3,weekend,
186,WECCbus54,1.0146754999999998,-1.7453528999999999,2.5353754,-0.13391998,april,7,3,weekend,
192,WECCbus54,1.0162361999999998,-1.7212029999999998,2.4353532,-0.1377274,april,8,3,weekend,
198,WECCbus54,1.0172826,-1.7028841000000001,2.324689,-0.14187535,april,9,3,weekend,
204,WECCbus54,1.01757,-1.6963922999999999,2.2629106,-0.14423996,april,10,3,weekend,
210,WECCbus54,1.0176049999999999,-1.6951733,2.2614677000000003,-0.1441374,april,11,3,weekend,
216,WECCbus54,1.0176179,-1.6945129,2.2646241000000003,-0.14387278,april,12,3,weekend,
222,WECCbus54,1.0174959000000001,-1.6959807,2.2940732,-0.14256381,april,13,3,weekend,
228,WECCbus54,1.0173153,-1.6981979999999999,2.3347027999999996,-0.14064944,april,14,3,weekend,
234,WECCbus54,1.0168117,-1.7056295,2.4424928,-0.13534549999999998,april,15,3,weekend,
240,WECCbus54,1.0158793,-1.7223903999999999,2.6420249,-0.1238586,april,16,3,weekend,
246,WECCbus54,1.0146403,-1.7439046999999999,2.8833347999999996,-0.10656431,april,17,3,weekend,
252,WECCbus54,1.0140023999999999,-1.7551308999999997,2.9853859000000003,-0.098241594,april,18,3,weekend,
258,WECCbus54,1.0128854999999999,-1.7707306,3.0213187,-0.096066215,april,19,3,weekend,
264,WECCbus54,1.0106237,-1.7995046000000001,3.0080732999999995,-0.099181663,april,20,3,weekend,
270,WECCbus54,1.0114619,-1.7890816000000003,2.9089332999999997,-0.10791452,april,21,3,weekend,
276,WECCbus54,1.0130915,-1.7673424,2.7244043999999996,-0.12202499,april,22,3,weekend,
282,WECCbus54,1.0144963,-1.7472587,2.5570146,-0.13263047,april,23,3,weekend,
0,WECCbus57,0.99343964,-1.748537,2.6546991,0.53686136,april,0,1,weekday,
6,WECCbus57,1.0130941999999998,-1.7143326,2.1280403,-0.18227786,april,1,1,weekday,
12,WECCbus57,1.0132168,-1.7123311999999997,2.1118361,-0.18297989,april,2,1,weekday,
18,WECCbus57,1.0132464,-1.7118498,2.1085754,-0.18311188,april,3,1,weekday,
24,WECCbus57,1.0130915,-1.7146198000000001,2.131221,-0.18212757,april,4,1,weekday,
30,WECCbus57,1.0125946,-1.7232674,2.2034648999999997,-0.17873733,april,5,1,weekday,
36,WECCbus57,1.0121703000000002,-1.7309873,2.2646593,-0.17570732,april,6,1,weekday,
42,WECCbus57,1.0119143,-1.7349872,2.2832731,-0.17483374,april,7,1,weekday,
48,WECCbus57,1.0132371999999998,-1.7135254,1.9992583,-0.18922178,april,8,1,weekday,
54,WECCbus57,1.0141629,-1.6961741000000001,1.8374141,-0.19433896,april,9,1,weekday,
60,WECCbus57,1.0144341000000001,-1.6896200000000001,1.8251034,-0.19397574,april,10,1,weekday,
66,WECCbus57,1.0145057,-1.6876616999999998,1.8172830000000002,-0.1940119,april,11,1,weekday,
72,WECCbus57,1.0145757,-1.6861422,1.8060518,-0.19424181,april,12,1,weekday,
78,WECCbus57,1.0144936,-1.6873888,1.8111683,-0.1942034,april,13,1,weekday,
84,WECCbus57,1.0143966,-1.6887553,1.8112669,-0.19435542,april,14,1,weekday,
90,WECCbus57,1.0140403,-1.6958218999999997,1.8248534,-0.19475888,april,15,1,weekday,
96,WECCbus57,1.0133252000000001,-1.7106544999999997,1.8469831,-0.19575353,april,16,1,weekday,
102,WECCbus57,1.011319,-1.7423967,2.2040752,-0.18074048,april,17,1,weekday,
108,WECCbus57,1.012032,-1.7361546,1.8909688000000002,-0.19675045,april,18,1,weekday,
114,WECCbus57,1.0115903,-1.7440151000000002,1.9486448,-0.19502179,april,19,1,weekday,
120,WECCbus57,1.0100877000000001,-1.7658629000000001,2.3477414,-0.17325873,april,20,1,weekday,
126,WECCbus57,1.0094991,-1.7714634999999999,2.5895349,-0.15438452,april,21,1,weekday,
132,WECCbus57,1.0108641,-1.7509381999999998,2.4216061,-0.16639584,april,22,1,weekday,
138,WECCbus57,1.0119719,-1.7332663000000001,2.2799427000000003,-0.17489955,april,23,1,weekday,
144,WECCbus57,1.0128397,-1.7187232,2.162273,-0.18077844,april,0,3,weekend,
150,WECCbus57,1.0129018,-1.7176121,2.1503264,-0.18133725,april,1,3,weekend,
156,WECCbus57,1.0130504999999999,-1.715136,2.1319331000000004,-0.18213797,april,2,3,weekend,
162,WECCbus57,1.0131118000000001,-1.7141039,2.1247857000000003,-0.18243501,april,3,3,weekend,
168,WECCbus57,1.0129564,-1.7169951,2.1497482999999997,-0.18129941,april,4,3,weekend,
174,WECCbus57,1.0124401,-1.7258445,2.2248240000000004,-0.17764096,april,5,3,weekend,
180,WECCbus57,1.012001,-1.7338083999999998,2.2881827,-0.17439989,april,6,3,weekend,
186,WECCbus57,1.0117535,-1.7374621,2.3017879,-0.17381095,april,7,3,weekend,
192,WECCbus57,1.0132269,-1.7134573,1.9931014999999999,-0.18942595,april,8,3,weekend,
198,WECCbus57,1.0141874,-1.6954307000000002,1.8184299,-0.19490352,april,9,3,weekend,
204,WECCbus57,1.0144332,-1.6891686000000001,1.8035145000000001,-0.19466527,april,10,3,weekend,
210,WECCbus57,1.0144674999999999,-1.687947,1.7928023999999998,-0.19490803,april,11,3,weekend,
216,WECCbus57,1.0144826,-1.6872669999999999,1.7835519,-0.19513295,april,12,3,weekend,
222,WECCbus57,1.0143812,-1.6886197,1.7827541,-0.19533852,april,13,3,weekend,
228,WECCbus57,1.0142296999999998,-1.6906806,1.7846748,-0.19551063,april,14,3,weekend,
234,WECCbus57,1.0138046,-1.6977023999999998,1.7979395,-0.1959142,april,15,3,weekend,
240,WECCbus57,1.0130234,-1.713698,1.8187263999999999,-0.19711122,april,16,3,weekend,
246,WECCbus57,1.011984,-1.7342918,1.8555861,-0.19802048,april,17,3,weekend,
252,WECCbus57,1.0114370000000001,-1.7451476000000001,1.8974689999999999,-0.1973635,april,18,3,weekend,
258,WECCbus57,1.0103672,-1.7608052,2.1507502,-0.18583894,april,19,3,weekend,
264,WECCbus57,1.0081203,-1.7900779999999998,2.7199987,-0.14352553,april,20,3,weekend,
270,WECCbus57,1.0088648999999998,-1.7799913,2.6472458999999997,-0.14976127,april,21,3,weekend,
276,WECCbus57,1.0103286,-1.758848,2.4777127999999995,-0.16268065,april,22,3,weekend,
282,WECCbus57,1.0115924,-1.7392991000000002,2.3214459,-0.17264994,april,23,3,weekend,
0,WECCbus157,1.0154698,-0.80895408,3.0261449000000002,0.21853686,may,0,6,weekday,
6,WECCbus157,1.0312893,-0.78100946,2.7369743,-0.26595023,may,1,6,weekday,
12,WECCbus157,1.0314052,-0.77902599,2.7233852,-0.26613524,may,2,6,weekday,
18,WECCbus157,1.031454,-0.77821032,2.7175075,-0.26622732,may,3,6,weekday,
24,WECCbus157,1.0312443,-0.78140679,2.7440693,-0.26562862,may,4,6,weekday,
30,WECCbus157,1.0306742,-0.79001989,2.8141751,-0.26387879,may,5,6,weekday,
36,WECCbus157,1.0303002,-0.79592614,2.8575666,-0.26290639,may,6,6,weekday,
42,WECCbus157,1.0299147,-0.8013385000000001,2.9034016,-0.26131898,may,7,6,weekday,
48,WECCbus157,1.0308793,-0.7859742,2.7937608,-0.26385979,may,8,6,weekday,
54,WECCbus157,1.0319757999999999,-0.76846806,2.6576612,-0.26642819,may,9,6,weekday,
60,WECCbus157,1.0327153,-0.75736467,2.5533787999999995,-0.26830444,may,10,6,weekday,
66,WECCbus157,1.0330232,-0.75267443,2.5075746,-0.26892782,may,11,6,weekday,
72,WECCbus157,1.0331488000000002,-0.75088644,2.4879376,-0.26926337,may,12,6,weekday,
78,WECCbus157,1.0331875,-0.75068119,2.4790285,-0.26948252,may,13,6,weekday,
84,WECCbus157,1.0330736999999999,-0.75300935,2.4930664,-0.2696179,may,14,6,weekday,
90,WECCbus157,1.0324445,-0.76353856,2.5803925,-0.26886953,may,15,6,weekday,
96,WECCbus157,1.030857,-0.78743277,2.7903259,-0.26447189,may,16,6,weekday,
102,WECCbus157,1.029232,-0.80975846,2.9863356,-0.25755031,may,17,6,weekday,
108,WECCbus157,1.0280293,-0.82451954,3.1243125,-0.25068366,may,18,6,weekday,
114,WECCbus157,1.0275959000000001,-0.83148177,3.1643854,-0.24937292,may,19,6,weekday,
120,WECCbus157,1.0266146,-0.847507,3.2484352000000003,-0.24642845,may,20,6,weekday,
126,WECCbus157,1.0270772,-0.84233653,3.1993433999999996,-0.24966691,may,21,6,weekday,
132,WECCbus157,1.0286384,-0.82102126,3.0382390999999997,-0.25714395,may,22,6,weekday,
138,WECCbus157,1.0299557,-0.8019291000000001,2.8930994,-0.26230973,may,23,6,weekday,
144,WECCbus157,1.0309724,-0.78616942,2.7748678,-0.26526394,may,0,7,weekend,
150,WECCbus157,1.0311311,-0.78406589,2.7532252999999995,-0.26588538,may,1,7,weekend,
156,WECCbus157,1.0312727,-0.78163053,2.7369159,-0.26611059,may,2,7,weekend,
162,WECCbus157,1.0313154,-0.78076974,2.7325879,-0.26609438,may,3,7,weekend,
168,WECCbus157,1.0311086,-0.78388512,2.7586389,-0.26547034,may,4,7,weekend,
174,WECCbus157,1.0305091999999998,-0.79274798,2.832337,-0.26347516,may,5,7,weekend,
180,WECCbus157,1.0301357,-0.79881753,2.8741706000000002,-0.26259849,may,6,7,weekend,
186,WECCbus157,1.0297988999999999,-0.80373043,2.9129605,-0.26133518,may,7,7,weekend,
192,WECCbus157,1.0310078,-0.78481766,2.7739036,-0.26475373,may,8,7,weekend,
198,WECCbus157,1.0321429,-0.76670714,2.6305025,-0.26730463,may,9,7,weekend,
204,WECCbus157,1.0328365,-0.7564307,2.5299867000000003,-0.26905496,may,10,7,weekend,
210,WECCbus157,1.0330996,-0.7525854000000001,2.4893829,-0.26965723,may,11,7,weekend,
216,WECCbus157,1.0332138000000002,-0.75122052,2.4696333,-0.27008868,may,12,7,weekend,
222,WECCbus157,1.03321,-0.75182883,2.4670352,-0.27040234,may,13,7,weekend,
228,WECCbus157,1.0331607,-0.75350329,2.4693259,-0.27085986,may,14,7,weekend,
234,WECCbus157,1.0325655999999999,-0.7637276999999999,2.5519959,-0.27040894,may,15,7,weekend,
240,WECCbus157,1.030938,-0.78815638,2.7703954,-0.26599175,may,16,7,weekend,
246,WECCbus157,1.0289276,-0.81575372,3.0113215,-0.25739088,may,17,7,weekend,
252,WECCbus157,1.0276764,-0.83082878,3.1531645,-0.24996542,may,18,7,weekend,
