# file...... loads_voltage_B.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# group..... class= load
# property.. voltage_B
# limit..... -1
# interval.. 3600
# timestamp,Load1,Load2,Load4,Load5,Load6,Load7,Load9,Load10,Load11,Load12,Load16,Load17,Load19,Load20,Load22,Load24,Load28,Load29,Load30,Load31,Load32,Load33,Load34,Load35,Load37,Load38,Load39,Load41,Load42,Load43,Load45,Load46,Load47,Load48,Load49,Load50,Load51,Load52,Load53,Load55,Load56,Load58,Load59,Load60,Load62,Load63,Load64,Load65,Load66,Load68,Load69,Load70,Load71,Load73,Load74,Load75,Load76,Load77,Load79,Load80,Load82,Load83,Load84,Load85,Load86,Load87,Load88,Load90,Load92,Load94,Load95,Load96,Load98,Load99,Load100,Load102,Load103,Load104,Load106,Load107,Load109,Load111,Load112,Load113,Load114
2016-04-01 00:00:00 PDT,-1263.09-2162.77j,-1263.15-2162.57j,+0+0j,+0+0j,+0+0j,-1271.1-2156.41j,+0+0j,+0+0j,+0+0j,-1276.46-2152.01j,+0+0j,+0+0j,+0+0j,+0+0j,-1294.61-2130.55j,+0+0j,-1296.95-2136.14j,-1297.13-2136.44j,-1296.92-2136.42j,+0+0j,+0+0j,+0+0j,+0+0j,-1298.05-2128.9j,+0+0j,-1299.11-2126.9j,-1299.18-2126.63j,+0+0j,-1301.34-2123.64j,-1300.58-2120.27j,+0+0j,+0+0j,-1303.85-2120.47j,-1303.72-2119.74j,-1305.66-2119.97j,-1307.16-2119.98j,-1308.89-2120.04j,-1289.22-2139.53j,-1291.96-2136.68j,-1293.98-2134.79j,-1294.12-2134.58j,-1299.58-2125.39j,-1299.66-2125.05j,-1311.87-2110.84j,-1309.82-2109j,-1308.37-2107.7j,-1305.46-2105.12j,-1304.13-2104.2j,-1304.14-2104.22j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-1338.52-2114.33j,-1343.89-2115.78j,-1345.38-2116.53j,-1350.38-2118.38j,-1357.69-2122.97j,-1360.3-2124.47j,+0+0j,+0+0j,-1348.39-2108.28j,-1354.57-2104.68j,+0+0j,-1359.73-2101.59j,+0+0j,+0+0j,-1362.69-2100.12j,-1362.75-2099.84j,-1325.26-2119.65j,-1324.86-2119.04j,-1324.3-2119.19j,+0+0j,+0+0j,+0+0j,-1323.39-2118.13j,-1323.79-2116.47j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j
2016-04-01 01:00:00 PDT,-2155.21+1286.24j,-2155.02+1286.29j,+0+0j,+0+0j,+0+0j,-2156.37+1296.97j,+0+0j,+0+0j,+0+0j,-2156.99+1304.14j,+0+0j,+0+0j,+0+0j,+0+0j,-2150.52+1324.53j,+0+0j,-2156.27+1324.14j,-2156.57+1324.35j,-2156.55+1324.14j,+0+0j,+0+0j,+0+0j,+0+0j,-2151.97+1332.25j,+0+0j,-2152.2+1335.38j,-2151.94+1335.44j,+0+0j,-2149.74+1338.14j,-2146.32+1337.34j,+0+0j,+0+0j,-2149.34+1343.32j,-2148.59+1343.2j,-2149.85+1346.26j,-2150.86+1348.91j,-2151.91+1351.79j,-2158.76+1324.51j,-2159.29+1329.49j,-2159.53+1332.9j,-2159.33+1333.04j,-2156.58+1344.71j,-2156.27+1344.78j,-2151.96+1366.02j,-2150.14+1366.54j,-2148.86+1366.9j,-2146.31+1367.59j,-2145.4+1366.22j,-2145.42+1366.23j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2162.02+1401.84j,-2163.67+1407.35j,-2164.45+1408.9j,-2166.49+1414.08j,-2171.3+1421.75j,-2172.87+1424.48j,+0+0j,+0+0j,-2158.79+1415.18j,-2156.96+1423.59j,+0+0j,-2156.09+1431.98j,+0+0j,+0+0j,-2153.04+1433.81j,-2152.77+1433.87j,-2161.97+1380.8j,-2161.4+1380.36j,-2161.56+1379.79j,+0+0j,+0+0j,+0+0j,-2158.38+1375.92j,-2156.8+1376.28j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j
2016-04-01 02:00:00 PDT,-2155.23+1286.22j,-2155.04+1286.27j,+0+0j,+0+0j,+0+0j,-2156.39+1296.94j,+0+0j,+0+0j,+0+0j,-2157.01+1304.12j,+0+0j,+0+0j,+0+0j,+0+0j,-2150.56+1324.5j,+0+0j,-2156.3+1324.11j,-2156.61+1324.32j,-2156.59+1324.12j,+0+0j,+0+0j,+0+0j,+0+0j,-2152.01+1332.22j,+0+0j,-2152.24+1335.35j,-2151.98+1335.42j,+0+0j,-2149.79+1338.11j,-2146.36+1337.31j,+0+0j,+0+0j,-2149.4+1343.29j,-2148.65+1343.16j,-2149.91+1346.23j,-2150.92+1348.88j,-2151.97+1351.75j,-2158.79+1324.47j,-2159.32+1329.46j,-2159.56+1332.87j,-2159.36+1333.01j,-2156.62+1344.67j,-2156.3+1344.75j,-2152.01+1365.98j,-2150.19+1366.5j,-2148.91+1366.85j,-2146.36+1367.55j,-2145.45+1366.18j,-2145.47+1366.19j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2162.09+1401.8j,-2163.73+1407.3j,-2164.52+1408.85j,-2166.57+1414.04j,-2171.37+1421.7j,-2172.94+1424.43j,+0+0j,+0+0j,-2158.85+1415.14j,-2157.02+1423.55j,+0+0j,-2156.15+1431.94j,+0+0j,+0+0j,-2153.09+1433.78j,-2152.83+1433.83j,-2162.03+1380.75j,-2161.46+1380.31j,-2161.62+1379.75j,+0+0j,+0+0j,+0+0j,-2158.45+1375.87j,-2156.88+1376.23j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j
2016-04-01 03:00:00 PDT,-2155.05+1286.24j,-2154.86+1286.29j,+0+0j,+0+0j,+0+0j,-2156.05+1296.99j,+0+0j,+0+0j,+0+0j,-2156.55+1304.18j,+0+0j,+0+0j,+0+0j,+0+0j,-2149.64+1324.54j,+0+0j,-2155.38+1324.09j,-2155.68+1324.27j,-2155.66+1324.05j,+0+0j,+0+0j,+0+0j,+0+0j,-2150.97+1332.33j,+0+0j,-2151.2+1335.46j,-2150.94+1335.52j,+0+0j,-2148.62+1338.26j,-2145.2+1337.47j,+0+0j,+0+0j,-2148.12+1343.5j,-2147.37+1343.37j,-2148.57+1346.46j,-2149.53+1349.11j,-2150.54+1352.01j,-2158.06+1324.64j,-2158.52+1329.65j,-2158.72+1333.08j,-2158.52+1333.22j,-2155.58+1344.92j,-2155.27+1345j,-2150.53+1366.31j,-2148.71+1366.84j,-2147.43+1367.19j,-2144.88+1367.89j,-2143.97+1366.51j,-2143.99+1366.52j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2160.18+1402.2j,-2161.7+1407.75j,-2162.47+1409.3j,-2164.44+1414.48j,-2169.22+1422.1j,-2170.79+1424.83j,+0+0j,+0+0j,-2156.85+1415.55j,-2154.97+1423.98j,+0+0j,-2154.09+1432.34j,+0+0j,+0+0j,-2151.02+1434.15j,-2150.76+1434.21j,-2160.28+1381.21j,-2159.63+1380.82j,-2159.79+1380.26j,+0+0j,+0+0j,+0+0j,-2156.54+1376.35j,-2154.8+1376.74j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j
2016-04-01 04:00:00 PDT,-2154.53+1286.52j,-2154.32+1286.57j,+0+0j,+0+0j,+0+0j,-2155.13+1297.47j,+0+0j,+0+0j,+0+0j,-2155.36+1304.8j,+0+0j,+0+0j,+0+0j,+0+0j,-2147.3+1325.3j,+0+0j,-2153.02+1324.69j,-2153.32+1324.84j,-2153.29+1324.56j,+0+0j,+0+0j,+0+0j,+0+0j,-2148.29+1333.3j,+0+0j,-2148.47+1336.46j,-2148.19+1336.52j,+0+0j,-2145.64+1339.42j,-2142.22+1338.62j,+0+0j,+0+0j,-2144.85+1344.81j,-2144.1+1344.68j,-2145.11+1347.84j,-2145.97+1350.5j,-2146.89+1353.46j,-2156.14+1325.72j,-2156.42+1330.87j,-2156.49+1334.39j,-2156.27+1334.54j,-2152.81+1346.36j,-2152.47+1346.44j,-2146.7+1367.99j,-2144.89+1368.51j,-2143.61+1368.86j,-2141.06+1369.56j,-2140.16+1368.18j,-2140.18+1368.2j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2155.15+1404.15j,-2156.37+1409.81j,-2157.1+1411.36j,-2158.88+1416.57j,-2163.66+1424.09j,-2165.22+1426.81j,+0+0j,+0+0j,-2151.4+1417.61j,-2149.27+1426.11j,+0+0j,-2148.29+1434.43j,+0+0j,+0+0j,-2145.07+1436.23j,-2144.79+1436.28j,-2155.76+1383.19j,-2154.92+1382.94j,-2155.09+1382.38j,+0+0j,+0+0j,+0+0j,-2151.71+1378.36j,-2149.59+1378.84j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j
2016-04-01 05:00:00 PDT,-2153.99+1286.98j,-2153.74+1287.05j,+0+0j,+0+0j,+0+0j,-2154.28+1298.2j,+0+0j,+0+0j,+0+0j,-2154.24+1305.7j,+0+0j,+0+0j,+0+0j,+0+0j,-2145.29+1326.49j,+0+0j,-2151+1325.74j,-2151.29+1325.85j,-2151.26+1325.54j,+0+0j,+0+0j,+0+0j,+0+0j,-2145.99+1334.7j,+0+0j,-2146.05+1337.91j,-2145.71+1337.99j,+0+0j,-2143.12+1340.99j,-2139.7+1340.19j,+0+0j,+0+0j,-2142.11+1346.54j,-2141.36+1346.41j,-2142.2+1349.63j,-2143+1352.3j,-2143.86+1355.32j,-2154.47+1327.15j,-2154.61+1332.45j,-2154.53+1336.09j,-2154.27+1336.27j,-2150.37+1348.15j,-2149.95+1348.25j,-2143.45+1369.94j,-2141.64+1370.46j,-2140.36+1370.82j,-2137.82+1371.52j,-2136.93+1370.14j,-2136.95+1370.16j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2150.77+1406.43j,-2151.76+1412.18j,-2152.46+1413.74j,-2154.11+1418.96j,-2158.93+1426.38j,-2160.49+1429.08j,+0+0j,+0+0j,-2146.45+1420.08j,-2143.99+1428.68j,+0+0j,-2142.89+1436.99j,+0+0j,+0+0j,-2139.37+1438.84j,-2139.03+1438.91j,-2151.99+1385.41j,-2151.02+1385.24j,-2151.18+1384.68j,+0+0j,+0+0j,+0+0j,-2147.78+1380.6j,-2145.4+1381.13j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j
2016-04-01 06:00:00 PDT,-2153.82+1287.14j,-2153.54+1287.22j,+0+0j,+0+0j,+0+0j,-2154.07+1298.38j,+0+0j,+0+0j,+0+0j,-2153.98+1305.9j,+0+0j,+0+0j,+0+0j,+0+0j,-2144.94+1326.7j,+0+0j,-2150.65+1325.92j,-2150.94+1326.04j,-2150.91+1325.73j,+0+0j,+0+0j,+0+0j,+0+0j,-2145.57+1334.95j,+0+0j,-2145.55+1338.19j,-2145.17+1338.29j,+0+0j,-2142.69+1341.25j,-2139.27+1340.45j,+0+0j,+0+0j,-2141.65+1346.8j,-2140.9+1346.68j,-2141.7+1349.88j,-2142.5+1352.53j,-2143.37+1355.52j,-2154.15+1327.32j,-2154.27+1332.61j,-2154.13+1336.27j,-2153.84+1336.46j,-2149.84+1348.22j,-2149.37+1348.33j,-2142.84+1369.72j,-2141.04+1370.25j,-2139.76+1370.61j,-2137.23+1371.32j,-2136.36+1369.95j,-2136.39+1369.98j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2149.88+1406.42j,-2150.85+1412.18j,-2151.55+1413.73j,-2153.2+1418.95j,-2158.08+1426.34j,-2159.64+1429.03j,+0+0j,+0+0j,-2145.27+1420.2j,-2142.65+1428.87j,+0+0j,-2141.46+1437.2j,+0+0j,+0+0j,-2137.76+1439.15j,-2137.37+1439.23j,-2151.36+1385.3j,-2150.42+1385.12j,-2150.59+1384.56j,+0+0j,+0+0j,+0+0j,-2147.21+1380.56j,-2144.83+1381.1j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j
2016-04-01 07:00:00 PDT,-2154.37+1286.42j,-2154.13+1286.48j,+0+0j,+0+0j,+0+0j,-2155.07+1297.06j,+0+0j,+0+0j,+0+0j,-2155.36+1304.18j,+0+0j,+0+0j,+0+0j,+0+0j,-2147.73+1324.38j,+0+0j,-2153.46+1323.87j,-2153.76+1324.04j,-2153.74+1323.81j,+0+0j,+0+0j,+0+0j,+0+0j,-2148.81+1332.21j,+0+0j,-2148.94+1335.39j,-2148.64+1335.46j,+0+0j,-2146.27+1338.17j,-2142.85+1337.37j,+0+0j,+0+0j,-2145.58+1343.41j,-2144.83+1343.29j,-2145.88+1346.35j,-2146.78+1348.93j,-2147.73+1351.79j,-2156.27+1324.41j,-2156.59+1329.38j,-2156.62+1332.82j,-2156.37+1333j,-2153.05+1344.42j,-2152.66+1344.51j,-2147.32+1365.23j,-2145.51+1365.76j,-2144.24+1366.12j,-2141.72+1366.84j,-2140.84+1365.48j,-2140.89+1365.51j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2156.18+1401.54j,-2157.6+1407.13j,-2158.36+1408.68j,-2160.27+1413.88j,-2165.14+1421.43j,-2166.7+1424.13j,+0+0j,+0+0j,-2152.4+1415.11j,-2150.24+1423.68j,+0+0j,-2149.25+1432.07j,+0+0j,+0+0j,-2145.93+1433.99j,-2145.61+1434.06j,-2156.55+1380.55j,-2155.65+1380.34j,-2155.81+1379.78j,+0+0j,+0+0j,+0+0j,-2152.97+1375.72j,-2151.13+1376.14j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j
2016-04-01 08:00:00 PDT,-2155.48+1285.52j,-2155.31+1285.56j,+0+0j,+0+0j,+0+0j,-2156.95+1295.57j,+0+0j,+0+0j,+0+0j,-2157.82+1302.29j,+0+0j,+0+0j,+0+0j,+0+0j,-2152.34+1321.94j,+0+0j,-2158.12+1321.75j,-2158.42+1322.01j,-2158.41+1321.86j,+0+0j,+0+0j,+0+0j,+0+0j,-2154.08+1329.27j,+0+0j,-2154.39+1332.35j,-2154.19+1332.4j,+0+0j,-2152.07+1334.81j,-2148.64+1334.01j,+0+0j,+0+0j,-2151.91+1339.69j,-2151.16+1339.56j,-2152.58+1342.46j,-2153.65+1344.99j,-2154.76+1347.69j,-2160.06+1321.28j,-2160.71+1325.9j,-2161.02+1329.09j,-2160.82+1329.23j,-2158.52+1340.32j,-2158.22+1340.39j,-2154.73+1360.45j,-2152.93+1360.99j,-2151.66+1361.35j,-2149.13+1362.06j,-2148.26+1360.71j,-2148.3+1360.74j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2166.07+1396.17j,-2168.07+1401.57j,-2168.9+1403.11j,-2171.15+1408.29j,-2176.01+1416.05j,-2177.59+1418.77j,+0+0j,+0+0j,-2163.32+1409.46j,-2161.74+1417.86j,+0+0j,-2160.98+1426.32j,+0+0j,+0+0j,-2158.13+1428.21j,-2157.89+1428.26j,-2165.25+1375.23j,-2164.69+1374.78j,-2164.85+1374.22j,+0+0j,+0+0j,+0+0j,-2162.2+1370.39j,-2161.06+1370.66j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j
2016-04-01 09:00:00 PDT,-2156.36+1285.04j,-2156.21+1285.08j,+0+0j,+0+0j,+0+0j,-2158.41+1294.87j,+0+0j,+0+0j,+0+0j,-2159.7+1301.44j,+0+0j,+0+0j,+0+0j,+0+0j,-2155.84+1321.02j,+0+0j,-2161.64+1321.07j,-2161.96+1321.39j,-2161.95+1321.32j,+0+0j,+0+0j,+0+0j,+0+0j,-2158.04+1328.05j,+0+0j,-2158.43+1331.1j,-2158.26+1331.14j,+0+0j,-2156.44+1333.36j,-2153.01+1332.57j,+0+0j,+0+0j,-2156.67+1338.03j,-2155.92+1337.91j,-2157.6+1340.72j,-2158.82+1343.24j,-2160.07+1345.85j,-2162.95+1319.92j,-2163.84+1324.37j,-2164.32+1327.46j,-2164.13+1327.59j,-2162.58+1338.53j,-2162.31+1338.59j,-2160.32+1358.35j,-2158.51+1358.89j,-2157.24+1359.25j,-2154.7+1359.96j,-2153.82+1358.6j,-2153.86+1358.63j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2173.32+1393.71j,-2175.76+1398.96j,-2176.65+1400.5j,-2179.16+1405.68j,-2184.06+1413.6j,-2185.65+1416.34j,+0+0j,+0+0j,-2171.11+1406.84j,-2169.85+1415.16j,+0+0j,-2169.21+1423.68j,+0+0j,+0+0j,-2166.56+1425.59j,-2166.34+1425.64j,-2171.8+1372.67j,-2171.52+1372.04j,-2171.68+1371.47j,+0+0j,+0+0j,+0+0j,-2169.2+1367.78j,-2168.61+1367.92j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j
2016-04-01 10:00:00 PDT,-2156.69+1284.81j,-2156.55+1284.85j,+0+0j,+0+0j,+0+0j,-2158.9+1294.58j,+0+0j,+0+0j,+0+0j,-2160.34+1301.11j,+0+0j,+0+0j,+0+0j,+0+0j,-2156.92+1320.68j,+0+0j,-2162.73+1320.8j,-2163.04+1321.13j,-2163.04+1321.08j,+0+0j,+0+0j,+0+0j,+0+0j,-2159.24+1327.62j,+0+0j,-2159.67+1330.65j,-2159.52+1330.69j,+0+0j,-2157.74+1332.86j,-2154.31+1332.07j,+0+0j,+0+0j,-2158.09+1337.47j,-2157.33+1337.35j,-2159.09+1340.14j,-2160.35+1342.65j,-2161.63+1345.24j,-2163.85+1319.44j,-2164.81+1323.85j,-2165.34+1326.91j,-2165.15+1327.04j,-2163.82+1337.93j,-2163.56+1338j,-2161.98+1357.68j,-2160.17+1358.21j,-2158.9+1358.57j,-2156.36+1359.29j,-2155.48+1357.93j,-2155.52+1357.96j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2175.47+1392.93j,-2178.02+1398.14j,-2178.93+1399.69j,-2181.51+1404.87j,-2186.42+1412.85j,-2188.02+1415.6j,+0+0j,+0+0j,-2173.43+1406.01j,-2172.26+1414.3j,+0+0j,-2171.66+1422.84j,+0+0j,+0+0j,-2169.09+1424.74j,-2168.87+1424.78j,-2173.72+1371.87j,-2173.52+1371.18j,-2173.68+1370.62j,+0+0j,+0+0j,+0+0j,-2171.24+1366.97j,-2170.81+1367.07j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j
2016-04-01 11:00:00 PDT,-2156.95+1284.75j,-2156.81+1284.79j,+0+0j,+0+0j,+0+0j,-2159.33+1294.51j,+0+0j,+0+0j,+0+0j,-2160.9+1301.03j,+0+0j,+0+0j,+0+0j,+0+0j,-2157.93+1320.65j,+0+0j,-2163.75+1320.83j,-2164.07+1321.18j,-2164.07+1321.15j,+0+0j,+0+0j,+0+0j,+0+0j,-2160.39+1327.51j,+0+0j,-2160.86+1330.53j,-2160.73+1330.56j,+0+0j,-2159.01+1332.7j,-2155.57+1331.92j,+0+0j,+0+0j,-2159.47+1337.27j,-2158.71+1337.15j,-2160.55+1339.93j,-2161.85+1342.45j,-2163.17+1345.03j,-2164.71+1319.32j,-2165.75+1323.71j,-2166.33+1326.75j,-2166.15+1326.87j,-2165.04+1337.79j,-2164.8+1337.85j,-2163.64+1357.58j,-2161.83+1358.11j,-2160.56+1358.47j,-2158.01+1359.18j,-2157.12+1357.82j,-2157.16+1357.84j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2177.61+1392.69j,-2180.28+1397.87j,-2181.2+1399.41j,-2183.86+1404.61j,-2188.77+1412.64j,-2190.36+1415.39j,+0+0j,+0+0j,-2175.76+1405.7j,-2174.69+1413.95j,+0+0j,-2174.13+1422.5j,+0+0j,+0+0j,-2171.65+1424.38j,-2171.45+1424.42j,-2175.66+1371.61j,-2175.54+1370.85j,-2175.7+1370.29j,+0+0j,+0+0j,+0+0j,-2173.27+1366.67j,-2172.97+1366.74j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j
